VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
MOTORCYCLE	HOND	***	1958	0	0	2	0	0	0	0	0	2
MOTORCYCLE	HOND	***	1957	0	1	1	0	0	0	0	0	2
MOTORCYCLE	HOND	***	1955	0	1	0	0	0	0	0	0	1
MOTORCYCLE	HOND	***	1953	0	1	0	0	0	0	0	0	1
MOTORCYCLE	HOND	***	1950	0	4	0	0	0	0	0	0	4
MOTORCYCLE	HOND	***	1935	0	1	0	0	0	0	0	0	1
MOTORCYCLE	HOND	***	1922	0	1	0	0	0	0	0	0	1
MOTORCYCLE	HOND	***	1905	0	1	0	0	0	0	0	0	1
MOTORCYCLE	HOND	***	1904	0	1	0	0	0	0	0	0	1
MOTORCYCLE	HOND	***	1900	1	4	0	0	1	0	0	0	6
MOTORCYCLE	INDI	MS	2021	9	3	0	0	0	0	0	0	12
MOTORCYCLE	INDI	MS	2020	120	4	1	0	0	0	0	0	125
MOTORCYCLE	INDI	MS	2019	107	20	1	0	1	0	0	0	129
MOTORCYCLE	INDI	MS	2018	152	23	2	0	3	0	0	0	180
MOTORCYCLE	INDI	MS	2017	80	13	3	0	4	0	0	1	101
MOTORCYCLE	INDI	MS	2016	69	13	2	0	2	0	0	1	87
MOTORCYCLE	INDI	MS	2015	5	0	0	0	0	0	0	0	5
MOTORCYCLE	INDI	MS	1941	0	0	1	0	0	0	0	0	1
MOTORCYCLE	INDI	TC	2020	18	0	0	0	0	0	0	0	18
MOTORCYCLE	INDI	TC	2019	80	4	1	0	0	0	0	0	85
MOTORCYCLE	INDI	TC	2018	72	4	2	0	1	0	0	0	79
MOTORCYCLE	INDI	TC	2017	62	8	3	0	4	0	0	0	77
MOTORCYCLE	INDI	TC	2016	17	2	0	0	0	0	0	1	20
MOTORCYCLE	INDI	TC	2015	3	2	0	0	0	0	0	0	5
MOTORCYCLE	INDI	TC	2014	3	1	0	0	0	0	0	0	4
MOTORCYCLE	INDI	TR	2021	2	0	0	0	0	0	0	0	2
MOTORCYCLE	INDI	TR	2020	44	0	0	0	0	0	0	0	44
MOTORCYCLE	INDI	TR	2019	39	4	2	0	0	0	0	0	45
MOTORCYCLE	INDI	TR	2018	43	2	0	0	3	0	0	0	48
MOTORCYCLE	INDI	TR	2017	56	4	0	0	0	0	0	0	60
MOTORCYCLE	INDI	TR	2016	27	3	1	0	2	0	0	0	33
MOTORCYCLE	INDI	TR	2015	5	2	0	0	0	0	0	0	7
MOTORCYCLE	INDI	***	2021	18	0	0	0	0	0	0	0	18
MOTORCYCLE	INDI	***	2020	53	1	0	0	0	0	0	0	54
MOTORCYCLE	INDI	***	2019	106	14	2	0	0	0	0	0	122
MOTORCYCLE	INDI	***	2018	48	5	0	0	0	1	0	0	54
MOTORCYCLE	INDI	***	2017	65	7	2	0	0	0	0	0	74
MOTORCYCLE	INDI	***	2016	119	24	3	0	6	0	0	0	152
MOTORCYCLE	INDI	***	2015	127	20	4	0	4	0	0	0	155
MOTORCYCLE	INDI	***	2014	83	16	4	0	5	0	0	0	108
MOTORCYCLE	INDI	***	2013	1	1	3	0	0	0	0	0	5
MOTORCYCLE	INDI	***	2012	0	1	1	0	0	0	0	0	2
MOTORCYCLE	INDI	***	2011	1	1	1	0	0	0	0	0	3
MOTORCYCLE	INDI	***	2010	2	4	2	0	0	0	0	0	8
MOTORCYCLE	INDI	***	2009	3	0	1	0	1	0	0	0	5
MOTORCYCLE	INDI	***	2004	1	0	0	0	0	0	0	0	1
MOTORCYCLE	INDI	***	2003	12	15	3	0	1	0	0	0	31
MOTORCYCLE	INDI	***	2002	5	14	1	0	1	0	0	0	21
MOTORCYCLE	INDI	***	2001	6	2	3	0	0	0	0	0	11
MOTORCYCLE	INDI	***	2000	21	11	5	0	4	0	0	0	41
MOTORCYCLE	INDI	***	1999	20	22	4	0	0	0	0	0	46
MOTORCYCLE	INDI	***	1983	0	0	1	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1975	0	0	1	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1974	0	4	4	0	0	0	0	0	8
MOTORCYCLE	INDI	***	1973	0	0	1	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1972	0	1	1	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1963	0	1	0	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1961	1	0	0	0	0	0	0	1	2
MOTORCYCLE	INDI	***	1959	0	1	1	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1957	0	0	3	0	1	0	0	0	4
MOTORCYCLE	INDI	***	1956	0	1	0	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1955	0	1	1	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1953	2	9	5	0	0	0	0	0	16
MOTORCYCLE	INDI	***	1952	0	2	1	0	0	0	0	0	3
MOTORCYCLE	INDI	***	1951	0	2	1	0	0	0	0	0	3
MOTORCYCLE	INDI	***	1950	0	1	0	0	1	0	0	0	2
MOTORCYCLE	INDI	***	1949	0	4	13	0	0	0	0	0	17
MOTORCYCLE	INDI	***	1948	7	34	25	0	2	2	0	0	70
MOTORCYCLE	INDI	***	1947	9	26	14	0	4	0	0	0	53
MOTORCYCLE	INDI	***	1946	4	17	14	0	0	2	0	0	37
MOTORCYCLE	INDI	***	1945	0	0	6	0	0	0	0	0	6
MOTORCYCLE	INDI	***	1944	1	1	2	0	0	0	0	0	4
MOTORCYCLE	INDI	***	1943	1	1	2	0	0	0	0	0	4
MOTORCYCLE	INDI	***	1942	2	6	5	0	0	1	0	0	14
MOTORCYCLE	INDI	***	1941	5	14	11	0	1	3	0	0	34
MOTORCYCLE	INDI	***	1940	11	34	40	0	6	1	0	0	92
MOTORCYCLE	INDI	***	1939	1	3	12	0	0	1	0	0	17
MOTORCYCLE	INDI	***	1938	3	4	10	0	0	0	0	0	17
MOTORCYCLE	INDI	***	1937	2	6	7	0	0	1	0	0	16
MOTORCYCLE	INDI	***	1936	2	0	10	0	1	1	0	0	14
MOTORCYCLE	INDI	***	1935	0	4	2	0	2	0	0	0	8
MOTORCYCLE	INDI	***	1934	0	0	5	0	0	0	0	0	5
MOTORCYCLE	INDI	***	1933	0	1	0	0	0	1	0	0	2
MOTORCYCLE	INDI	***	1932	0	0	2	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1931	0	1	2	0	0	0	0	0	3
MOTORCYCLE	INDI	***	1930	0	3	4	0	0	0	0	0	7
MOTORCYCLE	INDI	***	1929	0	2	2	0	0	0	0	0	4
MOTORCYCLE	INDI	***	1928	0	1	2	0	0	0	0	0	3
MOTORCYCLE	INDI	***	1926	0	1	1	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1925	0	1	0	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1923	1	0	3	0	0	0	0	0	4
MOTORCYCLE	INDI	***	1920	0	1	0	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1919	0	0	2	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1918	0	0	2	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1916	0	0	4	0	0	0	0	0	4
MOTORCYCLE	INDI	***	1915	0	0	1	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1914	0	0	3	0	0	0	0	0	3
MOTORCYCLE	INDI	***	1913	0	0	2	0	0	0	0	0	2
MOTORCYCLE	INDI	***	1912	0	1	0	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1911	0	0	1	0	0	0	0	0	1
MOTORCYCLE	INDI	***	1908	0	0	1	0	0	0	0	0	1
MOTORCYCLE	KAWA	VN1	2013	1	0	0	0	0	0	0	0	1
MOTORCYCLE	KAWA	VN1	2012	3	0	0	0	1	0	0	0	4
MOTORCYCLE	KAWA	VN1	2006	36	8	1	0	1	0	0	0	46
MOTORCYCLE	KAWA	VN1	2005	282	111	26	0	17	3	0	2	441
MOTORCYCLE	KAWA	VN1	2001	0	1	0	0	0	0	0	0	1
MOTORCYCLE	KAWA	VN1	1994	0	1	0	0	1	0	0	0	2
MOTORCYCLE	KAWA	VN1	1989	0	5	3	0	0	0	0	0	8
MOTORCYCLE	KAWA	***	2021	1	0	0	0	0	0	0	0	1
MOTORCYCLE	KAWA	***	2019	10	1	1	0	1	0	0	0	13
MOTORCYCLE	KAWA	***	2018	2	1	0	0	0	0	0	0	3
MOTORCYCLE	KAWA	***	2017	9	0	0	0	0	0	0	0	9
MOTORCYCLE	KAWA	***	2015	2	0	0	0	0	0	0	0	2
MOTORCYCLE	KAWA	***	2014	4	0	1	0	0	0	0	0	5
MOTORCYCLE	KAWA	***	2012	69	27	7	0	13	0	0	1	117
MOTORCYCLE	KAWA	***	2011	219	133	39	1	15	1	0	8	416
MOTORCYCLE	KAWA	***	2010	1	0	1	0	0	0	0	0	2
MOTORCYCLE	KAWA	***	2009	1	0	1	0	0	0	0	0	2
MOTORCYCLE	KAWA	***	2008	0	1	0	0	0	0	0	0	1
MOTORCYCLE	KAWA	***	2007	0	0	1	0	0	0	0	0	1
MOTORCYCLE	KAWA	***	2006	234	122	17	0	12	1	0	3	389
MOTORCYCLE	KAWA	***	2005	53	85	25	1	14	3	0	1	182
MOTORCYCLE	KAWA	***	2004	109	198	66	2	28	5	0	10	418
MOTORCYCLE	KAWA	***	2003	39	79	24	0	2	1	0	0	145
MOTORCYCLE	KAWA	***	2002	30	82	15	0	6	2	0	0	135
MOTORCYCLE	KAWA	***	2001	58	133	28	0	6	2	0	1	228
MOTORCYCLE	KAWA	***	2000	60	181	83	1	16	8	0	11	360
MOTORCYCLE	KAWA	***	1999	1	7	3	0	0	0	0	0	11
MOTORCYCLE	KAWA	***	1998	2	17	8	0	1	0	0	1	29
MOTORCYCLE	KAWA	***	1997	2	13	5	0	1	2	0	0	23
MOTORCYCLE	KAWA	***	1996	4	6	4	0	1	0	0	0	15
MOTORCYCLE	KAWA	***	1995	2	3	5	1	2	1	0	0	14
MOTORCYCLE	KAWA	***	1994	1	9	3	0	0	0	0	0	13
MOTORCYCLE	KAWA	***	1993	3	14	5	0	2	0	0	0	24
MOTORCYCLE	KAWA	***	1992	13	51	16	0	9	1	0	1	91
MOTORCYCLE	KAWA	***	1991	1	9	4	0	4	0	0	0	18
MOTORCYCLE	KAWA	***	1990	4	54	9	0	5	2	0	0	74
MOTORCYCLE	KAWA	***	1989	11	113	34	0	23	4	0	4	189
MOTORCYCLE	KAWA	***	1988	4	10	4	1	4	0	0	0	23
MOTORCYCLE	KAWA	***	1987	1	10	2	0	1	0	0	1	15
MOTORCYCLE	KAWA	***	1986	0	19	7	0	1	1	0	1	29
MOTORCYCLE	KAWA	***	1985	9	151	35	1	10	7	0	2	215
MOTORCYCLE	KAWA	***	1984	52	711	158	6	83	25	0	7	1042
MOTORCYCLE	KAWA	***	1983	22	417	111	5	53	11	0	3	622
MOTORCYCLE	KAWA	***	1982	7	303	72	6	39	11	0	0	438
MOTORCYCLE	KAWA	***	1981	4	141	51	5	21	9	0	2	233
MOTORCYCLE	KAWA	***	1980	10	248	96	2	24	6	0	2	388
MOTORCYCLE	KAWA	***	1979	13	234	80	3	16	5	0	2	353
MOTORCYCLE	KAWA	***	1978	23	403	226	5	32	14	0	3	706
MOTORCYCLE	KAWA	***	1977	16	310	182	6	22	8	0	0	544
MOTORCYCLE	KAWA	***	1976	15	198	113	4	15	9	0	1	355
MOTORCYCLE	KAWA	***	1975	11	275	196	5	11	11	0	0	509
MOTORCYCLE	KAWA	***	1974	13	268	212	2	10	8	0	0	513
MOTORCYCLE	KAWA	***	1973	11	201	183	5	7	10	0	0	417
MOTORCYCLE	KAWA	***	1972	7	198	204	3	7	6	0	0	425
MOTORCYCLE	KAWA	***	1971	2	62	84	0	1	3	0	0	152
MOTORCYCLE	KAWA	***	1970	3	37	36	0	0	0	0	0	76
MOTORCYCLE	KAWA	***	1969	0	11	25	1	1	1	0	1	40
MOTORCYCLE	KAWA	***	1968	0	11	12	0	0	0	0	0	23
MOTORCYCLE	KAWA	***	1967	0	8	3	0	0	0	0	0	11
MOTORCYCLE	KAWA	***	1966	0	5	7	0	0	0	0	0	12
MOTORCYCLE	KAWA	***	1965	0	3	7	0	0	0	0	0	10
MOTORCYCLE	KAWA	***	1964	0	0	1	0	0	0	0	0	1
MOTORCYCLE	KAWA	***	1959	0	0	1	0	0	0	0	0	1
MOTORCYCLE	KAWK	BZF	2020	41	2	0	0	0	0	0	0	43
MOTORCYCLE	KAWK	BZF	2019	93	12	1	0	1	1	0	0	108
MOTORCYCLE	KAWK	BZF	2018	146	26	6	0	2	0	0	0	180
MOTORCYCLE	KAWK	BZF	2017	64	8	1	0	3	1	0	0	77
MOTORCYCLE	KAWK	BZF	2016	20	2	1	0	3	0	0	0	26
MOTORCYCLE	KAWK	BZF	2015	17	3	2	0	4	0	0	1	27
MOTORCYCLE	KAWK	BZF	2014	10	8	7	0	5	2	0	0	32
MOTORCYCLE	KAWK	ELF	2020	16	0	2	0	0	0	0	0	18
MOTORCYCLE	KAWK	ELF	2019	33	3	0	0	0	0	0	0	36
MOTORCYCLE	KAWK	ELF	2018	94	14	3	0	0	0	0	0	111
MOTORCYCLE	KAWK	ELF	2017	96	12	2	0	2	0	0	0	112
MOTORCYCLE	KAWK	ELF	2016	36	4	2	0	2	0	0	0	44
MOTORCYCLE	KAWK	ELF	2015	38	12	0	0	2	1	0	0	53
MOTORCYCLE	KAWK	EXE	2019	71	7	3	0	0	0	0	0	81
MOTORCYCLE	KAWK	EXE	2018	100	20	6	0	1	2	0	1	130
MOTORCYCLE	KAWK	EXE	2017	85	19	7	0	4	0	0	2	117
MOTORCYCLE	KAWK	EXE	2013	43	13	7	0	4	1	0	1	69
MOTORCYCLE	KAWK	E2J	2012	167	189	60	0	7	5	0	8	436
MOTORCYCLE	KAWK	E2J	2011	278	280	95	2	10	6	0	12	683
MOTORCYCLE	KAWK	E2J	2010	280	304	88	1	21	3	0	14	711
MOTORCYCLE	KAWK	E2J	2009	436	554	150	2	24	10	0	42	1218
MOTORCYCLE	KAWK	E2J	2008	165	201	56	3	8	6	0	18	457
MOTORCYCLE	KAWK	E5C	2009	128	79	7	0	2	2	0	1	219
MOTORCYCLE	KAWK	E5C	2008	31	27	4	1	1	0	0	0	64
MOTORCYCLE	KAWK	E5C	2007	58	43	7	0	1	0	0	2	111
MOTORCYCLE	KAWK	E5C	2006	46	30	4	0	2	0	0	2	84
MOTORCYCLE	KAWK	E5C	2005	61	41	3	0	3	2	0	1	111
MOTORCYCLE	KAWK	E5C	2004	25	23	4	0	3	1	0	1	57
MOTORCYCLE	KAWK	E5C	2003	32	36	7	1	2	1	0	0	79
MOTORCYCLE	KAWK	E5C	2002	21	32	3	0	4	1	0	1	62
MOTORCYCLE	KAWK	E5C	2001	23	34	2	1	3	0	0	0	63
MOTORCYCLE	KAWK	E5C	2000	10	11	2	0	1	1	0	1	26
MOTORCYCLE	KAWK	E5C	1998	4	4	0	0	0	0	0	0	8
MOTORCYCLE	KAWK	E5C	1997	18	35	6	0	6	0	0	2	67
MOTORCYCLE	KAWK	E5C	1996	27	36	6	0	1	0	0	1	71
MOTORCYCLE	KAWK	E5D	2009	57	38	10	0	1	2	0	0	108
MOTORCYCLE	KAWK	E5D	2008	32	35	3	0	4	1	0	0	75
MOTORCYCLE	KAWK	E5D	2007	44	46	15	0	3	0	0	0	108
MOTORCYCLE	KAWK	E5D	2006	41	62	8	0	5	1	0	2	119
MOTORCYCLE	KAWK	E5D	2005	54	53	15	1	3	2	0	2	130
MOTORCYCLE	KAWK	E5D	2004	60	79	15	0	6	0	0	8	168
MOTORCYCLE	KAWK	E5D	2003	49	82	15	2	1	0	0	3	152
MOTORCYCLE	KAWK	E5D	2002	73	95	15	0	6	0	0	2	191
MOTORCYCLE	KAWK	E5D	2001	44	83	25	0	5	1	0	3	161
MOTORCYCLE	KAWK	E5D	2000	33	77	6	0	1	2	0	1	120
MOTORCYCLE	KAWK	E5D	1999	16	57	15	1	4	0	0	2	95
MOTORCYCLE	KAWK	E5D	1998	12	37	5	1	4	2	0	2	63
MOTORCYCLE	KAWK	E5D	1997	4	26	9	0	0	0	0	1	40
MOTORCYCLE	KAWK	E5D	1996	14	51	13	0	4	2	0	0	84
MOTORCYCLE	KAWK	E5D	1995	21	55	13	1	4	0	0	1	95
MOTORCYCLE	KAWK	E5D	1994	10	55	8	0	4	1	0	0	78
MOTORCYCLE	KAWK	E6B	2020	58	2	0	0	0	0	0	1	61
MOTORCYCLE	KAWK	E6B	2019	130	20	5	0	1	0	0	0	156
MOTORCYCLE	KAWK	E6B	2018	150	12	1	0	1	0	0	1	165
MOTORCYCLE	KAWK	E6B	2017	70	13	1	0	3	0	0	0	87
MOTORCYCLE	KAWK	E6B	2016	154	26	2	0	8	0	0	1	191
MOTORCYCLE	KAWK	E6B	2015	126	27	1	0	3	0	0	1	158
MOTORCYCLE	KAWK	E6F	2016	52	6	4	0	1	0	0	0	63
MOTORCYCLE	KAWK	E6F	2015	62	21	11	0	0	0	0	0	94
MOTORCYCLE	KAWK	E6F	2014	51	17	4	0	5	0	0	3	80
MOTORCYCLE	KAWK	E6F	2013	46	27	3	0	8	0	0	1	85
MOTORCYCLE	KAWK	KLE	2018	123	15	1	0	0	0	0	0	139
MOTORCYCLE	KAWK	KLE	2017	47	16	1	0	0	0	0	0	64
MOTORCYCLE	KAWK	KLE	2016	106	19	4	0	3	0	0	0	132
MOTORCYCLE	KAWK	KLE	2015	68	11	4	0	3	0	0	0	86
MOTORCYCLE	KAWK	KLE	2014	77	14	4	0	3	0	0	1	99
MOTORCYCLE	KAWK	KLE	2013	100	32	5	0	4	1	0	2	144
MOTORCYCLE	KAWK	KLE	2011	103	54	8	0	9	2	0	1	177
MOTORCYCLE	KAWK	KLE	2010	54	19	3	0	1	1	0	1	79
MOTORCYCLE	KAWK	KLE	2009	150	81	6	1	11	0	0	0	249
MOTORCYCLE	KAWK	KLE	2008	285	185	30	0	23	1	0	4	528
MOTORCYCLE	KAWK	KL6	2008	7	14	1	0	0	0	0	0	22
MOTORCYCLE	KAWK	KL6	2007	43	42	7	0	0	0	0	0	92
MOTORCYCLE	KAWK	KL6	2006	93	78	18	1	8	0	0	5	203
MOTORCYCLE	KAWK	KL6	2005	63	88	7	0	6	1	0	2	167
MOTORCYCLE	KAWK	KL6	2004	82	64	11	0	6	2	0	3	168
MOTORCYCLE	KAWK	KL6	2003	54	65	10	0	10	2	0	1	142
MOTORCYCLE	KAWK	KL6	2002	59	66	15	0	7	0	0	5	152
MOTORCYCLE	KAWK	KL6	2001	63	103	16	0	12	1	0	0	195
MOTORCYCLE	KAWK	KL6	2000	60	88	15	0	8	1	0	4	176
MOTORCYCLE	KAWK	KL6	1999	30	45	9	1	3	0	0	2	90
MOTORCYCLE	KAWK	KL6	1998	16	20	1	0	6	1	0	0	44
MOTORCYCLE	KAWK	KL6	1997	9	20	5	0	4	0	0	0	38
MOTORCYCLE	KAWK	KL6	1991	1	9	2	0	3	0	0	0	15
MOTORCYCLE	KAWK	KL6	1990	3	10	2	0	5	0	0	0	20
MOTORCYCLE	KAWK	KL6	1989	4	38	6	0	3	0	0	0	51
MOTORCYCLE	KAWK	KL6	1988	5	27	6	0	5	1	0	1	45
MOTORCYCLE	KAWK	KL6	1987	8	28	8	1	6	0	0	1	52
MOTORCYCLE	KAWK	LST	2020	22	5	0	0	0	0	0	0	27
MOTORCYCLE	KAWK	LST	2019	67	22	2	0	0	0	0	0	91
MOTORCYCLE	KAWK	LST	2018	80	30	5	0	3	0	0	1	119
MOTORCYCLE	KAWK	LST	2014	45	20	5	0	5	1	0	0	76
MOTORCYCLE	KAWK	LST	2013	30	22	9	0	2	0	0	0	63
MOTORCYCLE	KAWK	LST	2012	34	14	7	0	0	0	0	1	56
MOTORCYCLE	KAWK	LST	2010	13	11	5	0	0	0	0	0	29
MOTORCYCLE	KAWK	VD9	2020	11	0	0	0	0	0	0	0	11
MOTORCYCLE	KAWK	VD9	2019	16	6	0	0	0	0	0	0	22
MOTORCYCLE	KAWK	VD9	2018	19	4	0	0	0	0	0	0	23
MOTORCYCLE	KAWK	VD9	2017	14	4	0	0	0	0	0	0	18
MOTORCYCLE	KAWK	VD9	2016	25	2	1	0	1	0	0	0	29
MOTORCYCLE	KAWK	VD9	2015	21	8	1	0	1	0	0	0	31
MOTORCYCLE	KAWK	VD9	2014	30	3	2	0	2	0	0	0	37
MOTORCYCLE	KAWK	VD9	2013	48	16	0	0	4	1	0	0	69
MOTORCYCLE	KAWK	VD9	2012	24	3	1	0	1	0	0	0	29
MOTORCYCLE	KAWK	VD9	2011	86	20	1	1	2	0	0	1	111
MOTORCYCLE	KAWK	VD9	2010	53	17	5	0	4	0	0	0	79
MOTORCYCLE	KAWK	VD9	2009	140	44	7	0	3	0	0	0	194
MOTORCYCLE	KAWK	VD9	2008	107	42	3	0	3	0	0	0	155
MOTORCYCLE	KAWK	VD9	2007	161	56	8	0	13	0	0	0	238
MOTORCYCLE	KAWK	VD9	2006	124	44	8	0	4	0	0	1	181
MOTORCYCLE	KAWK	VN9	2020	10	0	0	0	0	0	0	0	10
MOTORCYCLE	KAWK	VN9	2019	6	1	1	0	0	0	0	0	8
MOTORCYCLE	KAWK	VN9	2018	11	2	1	0	0	0	0	0	14
MOTORCYCLE	KAWK	VN9	2017	8	2	0	0	1	0	0	0	11
MOTORCYCLE	KAWK	VN9	2016	14	2	0	0	1	0	0	0	17
MOTORCYCLE	KAWK	VN9	2015	26	3	0	0	1	0	0	0	30
MOTORCYCLE	KAWK	VN9	2012	23	6	2	0	3	1	0	0	35
MOTORCYCLE	KAWK	VN9	2011	62	23	2	0	2	0	0	1	90
MOTORCYCLE	KAWK	VN9	2010	38	8	2	0	1	0	0	0	49
MOTORCYCLE	KAWK	VN9	2009	93	31	5	0	2	0	0	1	132
MOTORCYCLE	KAWK	VN9	2008	92	37	5	0	3	0	0	1	138
MOTORCYCLE	KAWK	VN9	2007	131	52	12	0	9	2	0	0	206
MOTORCYCLE	KAWK	VN9	2006	0	0	0	0	0	1	0	0	1
MOTORCYCLE	KAWK	V5E	2004	111	45	10	0	11	2	0	1	180
MOTORCYCLE	KAWK	V5E	2003	127	71	13	0	10	1	0	0	222
MOTORCYCLE	KAWK	V5E	2002	1	1	0	0	0	0	0	0	2
MOTORCYCLE	KAWK	V5E	2001	0	2	0	0	0	0	0	0	2
MOTORCYCLE	KAWK	V5E	2000	3	1	1	0	0	0	0	0	5
MOTORCYCLE	KAWK	V5E	1999	20	13	3	0	3	1	0	1	41
MOTORCYCLE	KAWK	V5E	1998	55	47	4	0	13	0	0	3	122
MOTORCYCLE	KAWK	V5L	2004	120	52	8	0	8	1	0	1	190
MOTORCYCLE	KAWK	V5L	2003	126	65	20	0	12	1	0	2	226
MOTORCYCLE	KAWK	V5L	2002	93	52	9	1	5	0	0	0	160
MOTORCYCLE	KAWK	V5L	2001	96	55	4	0	10	1	0	3	169
MOTORCYCLE	KAWK	V5L	2000	67	33	4	1	2	0	0	2	109
MOTORCYCLE	KAWK	V7B	2020	16	0	0	0	0	0	0	0	16
MOTORCYCLE	KAWK	V7B	2019	38	2	0	0	0	0	0	0	40
MOTORCYCLE	KAWK	V7B	2018	34	4	1	0	1	0	0	0	40
MOTORCYCLE	KAWK	V7B	2017	42	1	0	0	0	0	0	0	43
MOTORCYCLE	KAWK	V7B	2016	44	1	1	0	2	0	0	0	48
MOTORCYCLE	KAWK	V7B	2015	44	5	1	0	3	0	0	0	53
MOTORCYCLE	KAWK	V7B	2014	48	7	2	0	1	0	0	0	58
MOTORCYCLE	KAWK	V7B	2013	32	2	2	0	7	0	0	0	43
MOTORCYCLE	KAWK	V7B	2012	32	6	2	0	0	1	0	0	41
MOTORCYCLE	KAWK	V7B	2011	40	12	2	0	2	0	0	0	56
MOTORCYCLE	KAWK	V7B	2010	58	11	2	0	3	0	0	0	74
MOTORCYCLE	KAWK	V7B	2009	37	6	3	0	0	0	0	0	46
MOTORCYCLE	KAWK	V8B	2005	113	78	12	0	11	0	0	2	216
MOTORCYCLE	KAWK	V8B	2004	117	78	6	0	11	0	0	2	214
MOTORCYCLE	KAWK	V8B	2003	178	112	17	0	19	0	0	3	329
MOTORCYCLE	KAWK	V8B	2002	157	133	16	1	6	0	0	3	316
MOTORCYCLE	KAWK	V8B	2001	135	88	20	0	16	0	0	7	266
MOTORCYCLE	KAWK	V8B	2000	36	21	5	0	3	0	0	0	65
MOTORCYCLE	KAWK	V8B	1999	32	28	3	0	6	1	0	1	71
MOTORCYCLE	KAWK	V8B	1998	35	27	5	0	11	0	0	1	79
MOTORCYCLE	KAWK	V8B	1997	66	72	3	0	7	0	0	2	150
MOTORCYCLE	KAWK	V8B	1996	36	27	6	0	4	6	0	2	81
MOTORCYCLE	KAWK	V9C	2020	5	1	0	0	0	0	0	0	6
MOTORCYCLE	KAWK	V9C	2019	14	1	0	0	0	0	0	0	15
MOTORCYCLE	KAWK	V9C	2018	14	2	0	0	0	0	0	0	16
MOTORCYCLE	KAWK	V9C	2017	18	5	1	0	0	0	0	0	24
MOTORCYCLE	KAWK	V9C	2016	19	3	1	0	0	0	0	0	23
MOTORCYCLE	KAWK	V9C	2015	34	4	2	0	3	1	0	0	44
MOTORCYCLE	KAWK	V9C	2014	22	9	1	0	0	0	0	0	32
MOTORCYCLE	KAWK	V9C	2013	49	16	3	0	5	0	0	0	73
MOTORCYCLE	KAWK	V9C	2012	45	14	4	0	2	0	0	0	65
MOTORCYCLE	KAWK	V9C	2011	28	13	1	0	3	0	0	0	45
MOTORCYCLE	KAWK	V9C	2010	82	31	2	0	9	0	0	1	125
MOTORCYCLE	KAWK	V9C	2009	115	47	4	0	4	0	0	0	170
MOTORCYCLE	KAWK	V9C	2008	127	55	12	0	4	1	0	2	201
MOTORCYCLE	KAWK	V9C	2007	100	51	4	0	2	1	0	1	159
MOTORCYCLE	KAWK	XC4	2020	107	14	1	0	1	0	0	0	123
MOTORCYCLE	KAWK	XC4	2019	101	19	5	0	1	0	0	0	126
MOTORCYCLE	KAWK	XC4	2018	272	42	28	0	4	1	0	6	353
MOTORCYCLE	KAWK	ZC4	2020	4	0	0	0	0	0	0	0	4
MOTORCYCLE	KAWK	ZC4	2019	8	0	0	0	0	0	0	0	8
MOTORCYCLE	KAWK	ZC4	2018	12	2	0	0	1	0	0	0	15
MOTORCYCLE	KAWK	ZC4	2017	12	0	0	0	1	0	0	0	13
MOTORCYCLE	KAWK	ZC4	2016	21	3	0	0	0	0	0	0	24
MOTORCYCLE	KAWK	ZC4	2015	33	5	0	0	0	0	0	0	38
MOTORCYCLE	KAWK	ZC4	2014	25	4	1	0	2	0	0	0	32
MOTORCYCLE	KAWK	ZC4	2013	31	5	3	0	4	0	0	0	43
MOTORCYCLE	KAWK	ZC4	2012	44	7	4	0	2	0	0	0	57
MOTORCYCLE	KAWK	ZC4	2011	30	5	3	0	2	0	0	0	40
MOTORCYCLE	KAWK	ZC4	2010	31	3	2	0	3	0	0	0	39
MOTORCYCLE	KAWK	ZG1	2006	33	16	2	0	1	0	0	0	52
MOTORCYCLE	KAWK	ZG1	2005	24	15	3	0	2	1	0	0	45
MOTORCYCLE	KAWK	ZG1	2004	25	15	4	0	2	0	0	1	47
MOTORCYCLE	KAWK	ZG1	2003	27	10	5	0	1	0	0	1	44
MOTORCYCLE	KAWK	ZG1	2002	26	16	3	0	3	0	0	0	48
MOTORCYCLE	KAWK	ZG1	2001	31	16	3	1	5	0	0	0	56
MOTORCYCLE	KAWK	ZG1	2000	25	26	3	0	4	1	0	0	59
