VEHICLE_CLASS	PLATE-CLASS	VEH-DCL	REG-DCL	VAL-DCL	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	MDA			NOR	0	7	0	0	0	0	0	0	7
PASSENGER	MDA			OGT	0	69	0	0	0	0	0	0	69
PASSENGER	MDA		NOR		0	13	1	0	0	0	0	0	14
PASSENGER	MDA		NOR	NOR	20	23	0	0	0	0	0	0	43
PASSENGER	MDA		NOR	OGT	0	2	0	0	0	0	0	0	2
PASSENGER	MHC				5	23	1	0	0	0	0	0	29
PASSENGER	MHC			NOR	0	1	0	0	0	0	0	0	1
PASSENGER	MHC			OGT	0	3	0	0	0	0	0	0	3
PASSENGER	MHC		NOR	NOR	0	1	0	0	0	0	0	0	1
PASSENGER	MPP				5	7	1	0	0	0	0	0	13
PASSENGER	MPP			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	OCP				401903	79865	1	2	1	0	1	1697	483470
PASSENGER	OCP			B3K	0	0	0	0	0	0	0	2	2
PASSENGER	OCP			CCA	0	1	0	0	0	0	0	0	1
PASSENGER	OCP			NOR	191	418	0	0	0	0	0	7	616
PASSENGER	OCP			NPU	0	1	0	0	0	0	0	2	3
PASSENGER	OCP			OB3	1	2	0	0	0	0	0	5	8
PASSENGER	OCP			OGT	0	3443	0	0	0	0	0	6	3449
PASSENGER	OCP			OPU	2	2	0	0	0	0	0	13	17
PASSENGER	OCP			PUO	1	1	0	0	0	0	0	2	4
PASSENGER	OCP		CCA		0	3	0	0	0	0	0	0	3
PASSENGER	OCP		CCA	CCA	5	1	0	0	0	0	0	0	6
PASSENGER	OCP		CDA		0	2	0	0	0	0	0	0	2
PASSENGER	OCP		CDA	CDA	0	1	0	0	0	0	0	0	1
PASSENGER	OCP		CHS		4	1	0	0	0	0	0	0	5
PASSENGER	OCP		FDA		0	8	0	0	0	0	0	0	8
PASSENGER	OCP		IND		2	1	0	0	0	0	0	0	3
PASSENGER	OCP		NOR		217	349	0	0	0	0	0	29	595
PASSENGER	OCP		NOR	NOR	17185	5314	0	0	0	0	0	34	22533
PASSENGER	OCP		NOR	NPU	0	2	0	0	0	0	0	3	5
PASSENGER	OCP		NOR	OGT	0	27	0	0	0	0	0	0	27
PASSENGER	OCP		NOR	PUO	0	1	0	0	0	0	0	1	2
PASSENGER	OCP		ONA	ONA	4	0	0	0	0	0	0	0	4
PASSENGER	OCP		STJ		3	0	0	0	0	0	0	0	3
PASSENGER	OCP		XTR	XTR	0	2	0	0	0	0	0	0	2
PASSENGER	ONA				1	3	1	0	0	0	0	0	5
PASSENGER	ONA			ONA	0	56	2	8	0	0	0	0	66
PASSENGER	ONA		ONA		173	3	0	0	0	0	0	0	176
PASSENGER	ONA		ONA	ONA	0	638	0	10	0	0	0	0	648
PASSENGER	ONT		ONA	ONA	0	3	0	0	0	0	0	0	3
PASSENGER	PAS				6456870	3840097	145467	3705	6	1355	27	117306	10564833
PASSENGER	PAS			ARM	10	208	0	0	0	0	0	0	218
PASSENGER	PAS			B3K	0	5	0	0	0	0	0	0	5
PASSENGER	PAS			CCA	3	11	0	0	0	0	0	0	14
PASSENGER	PAS			CDA	1	1	0	0	0	0	0	0	2
PASSENGER	PAS			FDA	0	171	17	3	0	1	0	0	192
PASSENGER	PAS			NOR	3132	34859	9	0	0	0	0	214	38214
PASSENGER	PAS			NPU	0	1	0	0	0	0	0	0	1
PASSENGER	PAS			OGT	0	317213	0	1	0	1	0	51	317266
PASSENGER	PAS			ONA	49	441	133	5	0	1	0	0	629
PASSENGER	PAS			PUO	0	52	0	0	0	0	0	0	52
PASSENGER	PAS			XTR	0	4	0	0	0	0	0	0	4
PASSENGER	PAS		ARM	ARM	0	14	0	0	0	0	0	0	14
PASSENGER	PAS		CCA		3	37	1	0	0	0	0	1	42
PASSENGER	PAS		CCA	CCA	36	69	0	0	0	0	0	0	105
PASSENGER	PAS		CCA	NOR	0	2	0	0	0	0	0	0	2
PASSENGER	PAS		CCA	OGT	0	6	0	0	0	0	0	0	6
PASSENGER	PAS		CCA	XTR	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA		12	35	0	0	0	0	0	8	55
PASSENGER	PAS		CDA	CDA	4	218	0	0	0	0	0	2	224
PASSENGER	PAS		CDA	OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA	XTR	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CHS		421	347	2	0	0	0	0	2	772
PASSENGER	PAS		CHS	OGT	0	28	0	0	0	0	0	0	28
PASSENGER	PAS		FDA		1349	471	6	0	0	0	0	0	1826
PASSENGER	PAS		FDA	FDA	0	343	8	0	0	0	0	0	351
PASSENGER	PAS		FDA	OGT	0	16	0	0	0	0	0	0	16
PASSENGER	PAS		FDA	ONA	2	3	0	0	0	0	0	0	5
PASSENGER	PAS		IND		750	493	0	0	0	0	0	14	1257
PASSENGER	PAS		IND	FDA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		IND	OGT	0	24	0	0	0	0	0	0	24
PASSENGER	PAS		IND	ONA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		NOR		2032	71678	4249	155	0	84	0	7412	85610
PASSENGER	PAS		NOR	ARM	0	2	0	0	0	0	0	0	2
PASSENGER	PAS		NOR	FDA	0	30	2	0	0	0	0	0	32
PASSENGER	PAS		NOR	NOR	319826	388182	17	8	0	9	0	1154	709196
PASSENGER	PAS		NOR	NPU	0	3	0	0	0	0	0	0	3
PASSENGER	PAS		NOR	OGT	0	4188	0	0	0	0	0	1	4189
PASSENGER	PAS		NOR	ONA	0	60	4	0	0	0	0	0	64
PASSENGER	PAS		ONA		18	183	74	1	0	0	0	0	276
PASSENGER	PAS		ONA	ONA	6252	601	13	1	0	0	0	0	6867
PASSENGER	PAS		ONA	RBM	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		RDX		108	5	0	0	0	0	0	0	113
PASSENGER	PAS		STJ		6	5	0	0	0	0	0	0	11
PASSENGER	PAS		XOR		0	3	0	0	0	0	0	0	3
PASSENGER	PAS		XTR		1	8	0	0	0	0	0	0	9
PASSENGER	PAS		XTR	OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		XTR	XTR	5	225	0	0	0	0	0	0	230
PASSENGER	PJO				96	25	1	2	0	0	0	0	124
PASSENGER	PJO			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PJO		NOR	NOR	10	1	0	0	0	0	0	0	11
PASSENGER	RTA				0	36	2	0	0	0	0	0	38
PASSENGER	RTA		NOR		0	3	0	0	0	0	0	0	3
PASSENGER	SCO				60	14	0	0	0	0	0	0	74
PASSENGER	SCO			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	SCO		NOR		0	1	0	0	0	0	0	0	1
PASSENGER	SCO		NOR	NOR	6	1	0	0	0	0	0	0	7
PASSENGER	SEN				2	6	0	0	0	0	0	0	8
PASSENGER	TRB				0	2	0	0	0	0	0	0	2
PASSENGER	XOP		XOR		34	19	0	0	0	0	0	0	53
PASSENGER	XTP				0	12	0	0	0	0	0	0	12
PASSENGER	XTP		CCA		0	4	0	0	0	0	0	0	4
PASSENGER	XTP		XTR		181	373	0	0	0	0	0	0	554
PASSENGER	XTR			XTR	0	4	0	0	0	0	0	0	4
PASSENGER	YOM				1906	564	0	0	0	0	0	9	2479
PASSENGER	YOM			NOR	1	1	0	0	0	0	0	0	2
PASSENGER	YOM		NOR	NOR	93	25	0	0	0	0	0	2	120
MOTORCYCLE	   				0	86606	98902	3040	41919	7810	33	493	238803
MOTORCYCLE	   		CCA		0	0	2	0	0	1	0	0	3
MOTORCYCLE	   		CDA		0	13	3	0	2	0	0	0	18
MOTORCYCLE	   		CHS		0	0	1	0	0	0	0	0	1
MOTORCYCLE	   		FDA		0	76	9	0	41	17	0	0	143
MOTORCYCLE	   		NOR		0	6176	7350	94	2659	1633	0	29	17941
MOTORCYCLE	   		ONA		0	115	27	0	5	11	0	0	158
MOTORCYCLE	   		XTR		0	8	3	0	0	0	0	0	11
MOTORCYCLE	LSM				350	1186	0	0	0	0	0	29	1565
MOTORCYCLE	LSM			NOR	0	5	0	0	0	0	0	0	5
MOTORCYCLE	LSM		NOR		0	12	0	0	0	0	0	1	13
MOTORCYCLE	LSM		NOR	NOR	30	64	0	0	0	0	0	0	94
MOTORCYCLE	LSM		XTR	XTR	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL				197149	225651	2086	6	0	14	0	5321	430227
MOTORCYCLE	MCL			ARM	1	9	0	0	0	0	0	1	11
MOTORCYCLE	MCL			CDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL			FDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL			NOR	116	2225	0	0	0	0	0	9	2350
MOTORCYCLE	MCL			OGT	0	21032	0	0	0	0	0	5	21037
MOTORCYCLE	MCL			ONA	1	0	0	0	0	0	0	0	1
MOTORCYCLE	MCL		ARM	ARM	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CCA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CCA	CCA	1	14	0	0	0	0	0	0	15
MOTORCYCLE	MCL		CDA		2	1	0	0	0	0	0	0	3
MOTORCYCLE	MCL		CDA	CDA	3	29	0	0	0	0	0	0	32
MOTORCYCLE	MCL		CHS		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		FDA		23	3	2	0	0	0	0	0	28
MOTORCYCLE	MCL		FDA	FDA	0	9	0	0	0	0	0	0	9
MOTORCYCLE	MCL		NOR		151	4775	125	0	0	1	0	311	5363
MOTORCYCLE	MCL		NOR	NOR	19237	23948	0	0	0	0	0	26	43211
MOTORCYCLE	MCL		NOR	OGT	0	397	0	0	0	0	0	0	397
MOTORCYCLE	MCL		ONA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		ONA	ONA	105	5	0	0	0	0	0	0	110
MOTORCYCLE	MCL		XTR		0	4	0	0	0	0	0	0	4
MOTORCYCLE	MCL		XTR	XTR	1	30	0	0	0	0	0	0	31
MOTORCYCLE	MOP				0	4	0	0	0	0	0	0	4
MOTORCYCLE	MOP		NOR		0	1	0	0	0	0	0	0	1
MOTORCYCLE	OCM				8632	3094	0	0	0	0	0	52	11778
MOTORCYCLE	OCM			ARM	1	0	0	0	0	0	0	0	1
MOTORCYCLE	OCM			NOR	13	12	0	0	0	0	0	0	25
MOTORCYCLE	OCM			OGT	0	100	0	0	0	0	0	0	100
MOTORCYCLE	OCM		CDA	CDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	OCM		NOR		6	29	0	0	0	0	0	0	35
MOTORCYCLE	OCM		NOR	NOR	573	235	0	0	0	0	0	0	808
MOTORCYCLE	OCM		NOR	OGT	0	1	0	0	0	0	0	0	1
MOTORCYCLE	OCM		ONA	ONA	1	0	0	0	0	0	0	0	1
MOTORCYCLE	YMC				71	60	0	0	0	0	0	0	131
MOTORCYCLE	YMC		NOR		1	0	0	0	0	0	0	0	1
MOTORCYCLE	YMC		NOR	NOR	3	1	0	0	0	0	0	0	4
MOPED	   				0	2992	691	80	465	488	1	1	4718
MOPED	   		FDA		0	1	0	0	5	0	0	0	6
MOPED	   		NOR		0	211	71	3	27	71	0	0	383
MOPED	   		ONA		0	0	1	0	0	0	0	0	1
MOPED	MCL				0	13	0	0	0	0	0	0	13
MOPED	MOP				321	15197	44	0	0	2	0	13	15577
MOPED	MOP		CCA	CCA	0	1	0	0	0	0	0	0	1
MOPED	MOP		CDA	CDA	0	3	0	0	0	0	0	0	3
MOPED	MOP		CHS		0	1	0	0	0	0	0	0	1
MOPED	MOP		NOR		21	1018	2	0	0	0	0	0	1041
MOPED	MOP		ONA	ONA	1	0	0	0	0	0	0	0	1
COMMERCIAL	   				0	860435	307681	560112	235155	44194	215	1413	2009205
COMMERCIAL	   		CCA		0	5	0	0	0	0	0	0	5
COMMERCIAL	   		CDA		0	3	1	0	1	0	0	0	5
COMMERCIAL	   		CHS		0	11	16	0	3	2	0	0	32
COMMERCIAL	   		FDA		0	773	60	40	245	67	0	1	1186
COMMERCIAL	   		IND		0	65	55	1	4	3	0	1	129
COMMERCIAL	   		NOR		0	6707	17262	1737	1447	1087	1	76	28317
COMMERCIAL	   		ONA		0	1691	531	21	222	138	0	0	2603
COMMERCIAL	   		RDX		0	8	1	0	1	0	0	0	10
COMMERCIAL	   		STJ		0	25	1	1	1	1	0	0	29
COMMERCIAL	   		XTR		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	B3K			0	195890	5083	8728	52017	17337	19	2675	281749
COMMERCIAL	   	B3K	CDA		0	6	0	0	0	0	0	0	6
COMMERCIAL	   	B3K	CHS		0	36	2	0	2	2	0	0	42
COMMERCIAL	   	B3K	FDA		0	161	3	13	128	27	0	0	332
COMMERCIAL	   	B3K	IND		0	72	1	2	0	7	0	0	82
COMMERCIAL	   	B3K	NOR		0	3319	158	242	538	599	0	81	4937
COMMERCIAL	   	B3K	ONA		0	202	277	19	59	59	0	0	616
COMMERCIAL	   	B3K	RDX		0	1	0	0	1	0	0	0	2
COMMERCIAL	   	B3K	STJ		0	33	0	0	0	3	0	0	36
COMMERCIAL	   	B3K	XTR		0	8	0	0	0	0	0	0	8
COMMERCIAL	   	FRM			0	36243	1002	646	1560	1984	2	220	41657
COMMERCIAL	   	FRM	CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	FRM	FDA		0	2	0	0	0	0	0	0	2
COMMERCIAL	   	FRM	NOR		0	759	33	21	28	78	1	4	924
COMMERCIAL	   	MFT			0	827	21	6	205	81	0	1	1141
COMMERCIAL	   	MFT	IND		0	3	0	0	0	0	0	0	3
COMMERCIAL	   	MFT	ONA		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	MF3			0	60	2	1	7	11	0	0	81
COMMERCIAL	   	PAR			0	2311	94	62	380	150	0	9	3006
COMMERCIAL	   	PAR	FDA		0	3	0	0	0	0	0	0	3
COMMERCIAL	   	PAR	NOR		0	55	8	1	0	4	0	0	68
COMMERCIAL	   	PUO			0	277726	7303	7330	59300	22272	13	3231	377175
COMMERCIAL	   	PUO	CDA		0	13	0	0	1	0	0	0	14
COMMERCIAL	   	PUO	CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	PUO	IND		0	1	1	0	0	0	0	0	2
COMMERCIAL	   	PUO	NOR		0	78733	3352	4413	11671	13491	0	746	112406
COMMERCIAL	   	PUO	XTR		0	21	0	0	0	0	0	0	21
COMMERCIAL	   	RBM			0	552	21	8	46	25	0	1	653
COMMERCIAL	   	RBM	NOR		0	23	0	0	7	0	0	0	30
COMMERCIAL	   	SCH			0	119	5	14	46	0	0	0	184
COMMERCIAL	   	SCH	NOR		0	2	0	2	0	0	0	0	4
COMMERCIAL	COC	PUO		OPU	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM				383365	230307	4072	22	0	16	3	9204	626989
COMMERCIAL	COM			B3K	0	93	42	1	0	0	0	18	154
COMMERCIAL	COM			FDA	0	159	1	0	0	0	0	0	160
COMMERCIAL	COM			IND	0	14	0	0	0	0	0	0	14
COMMERCIAL	COM			MFT	15	55	0	0	0	0	0	2	72
COMMERCIAL	COM			MF3	0	0	1	0	0	0	0	0	1
COMMERCIAL	COM			NPU	0	7	0	0	0	0	0	0	7
COMMERCIAL	COM			OB3	0	0	0	0	0	0	0	62	62
COMMERCIAL	COM			ONA	144	3	2	0	0	0	0	0	149
COMMERCIAL	COM			OPU	0	0	0	0	0	0	0	61	61
COMMERCIAL	COM			PAR	0	106	2	0	0	0	0	6	114
COMMERCIAL	COM			PUO	0	23	1	0	0	0	0	13	37
COMMERCIAL	COM			RBM	0	29	2	0	0	0	0	3	34
COMMERCIAL	COM			RDX	0	1	2	0	0	0	0	0	3
COMMERCIAL	COM		CCA	CCA	1	1	0	0	0	0	0	0	2
COMMERCIAL	COM		CHS		83	26	0	0	0	0	0	0	109
COMMERCIAL	COM		CHS	B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		FDA		490	95	0	0	0	0	0	0	585
COMMERCIAL	COM		FDA	B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM		FDA	FDA	0	151	3	0	0	0	0	0	154
COMMERCIAL	COM		FDA	ONA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		IND		2	79	0	0	0	0	0	15	96
COMMERCIAL	COM		IND	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		IND	IND	432	376	0	0	0	0	0	1	809
COMMERCIAL	COM		NOR		15147	13257	104	0	0	0	0	718	29226
COMMERCIAL	COM		NOR	B3K	0	8	1	0	0	0	0	0	9
COMMERCIAL	COM		NOR	NOR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		NOR	NPU	0	48	1	0	0	0	0	9	58
COMMERCIAL	COM		NOR	OB3	0	0	0	0	0	0	0	1	1
COMMERCIAL	COM		NOR	OPU	0	0	0	0	0	0	0	1	1
COMMERCIAL	COM		NOR	PAR	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM		NOR	RBM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		ONA		0	6	0	0	0	0	0	0	6
COMMERCIAL	COM		ONA	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		ONA	ONA	2445	288	0	0	0	0	0	0	2733
COMMERCIAL	COM		RDX	RDX	11	3	0	0	0	0	0	0	14
COMMERCIAL	COM		STJ	RDX	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM		STJ	STJ	19	22	0	0	0	0	0	0	41
COMMERCIAL	COM		XTR	XTR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K			1	564	17	0	0	0	0	9678	10260
COMMERCIAL	COM	B3K		ARM	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K		B3K	181081	175586	6507	122	0	31	0	898	364225
COMMERCIAL	COM	B3K		CCA	1	1	0	0	0	0	0	0	2
COMMERCIAL	COM	B3K		FDA	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	B3K		IND	0	7	0	0	0	0	0	0	7
COMMERCIAL	COM	B3K		NOR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K		NPU	0	270	37	0	0	0	0	18	325
COMMERCIAL	COM	B3K		OB3	353375	176262	0	5	1	2	1	1967	531613
COMMERCIAL	COM	B3K		ONA	10	0	0	0	0	0	0	0	10
COMMERCIAL	COM	B3K		OPU	0	59	0	0	0	0	0	299	358
COMMERCIAL	COM	B3K		PAR	0	8	0	0	0	0	0	0	8
COMMERCIAL	COM	B3K		PUO	0	1754	246	2	0	1	0	65	2068
COMMERCIAL	COM	B3K		RBM	0	2	0	0	0	0	0	0	2
COMMERCIAL	COM	B3K		STJ	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	ARM	ARM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	CCA	B3K	2	0	0	0	0	0	0	0	2
COMMERCIAL	COM	B3K	CCA	CCA	3	1	0	0	0	0	0	0	4
COMMERCIAL	COM	B3K	CDA	CDA	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	CHS	B3K	42	45	0	0	0	0	0	0	87
COMMERCIAL	COM	B3K	CHS	OB3	18	27	0	0	0	0	0	0	45
COMMERCIAL	COM	B3K	FDA		0	2	0	0	0	0	0	1	3
COMMERCIAL	COM	B3K	FDA	B3K	48	25	1	0	0	0	0	0	74
COMMERCIAL	COM	B3K	FDA	FDA	0	47	0	0	0	0	0	0	47
COMMERCIAL	COM	B3K	FDA	OB3	308	65	0	0	0	0	0	0	373
COMMERCIAL	COM	B3K	IND		0	1	0	0	0	0	0	25	26
COMMERCIAL	COM	B3K	IND	B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	B3K	IND	IND	475	441	0	0	0	0	0	1	917
COMMERCIAL	COM	B3K	IND	OB3	13	139	0	0	0	0	0	0	152
COMMERCIAL	COM	B3K	NOR		0	35	1	1	0	0	0	472	509
COMMERCIAL	COM	B3K	NOR	B3K	32	2816	161	0	0	0	0	2	3011
COMMERCIAL	COM	B3K	NOR	NPU	0	1753	102	0	0	0	0	38	1893
COMMERCIAL	COM	B3K	NOR	OB3	6527	4845	0	0	0	0	0	13	11385
COMMERCIAL	COM	B3K	NOR	OPU	0	1	0	0	0	0	0	3	4
COMMERCIAL	COM	B3K	NOR	PAR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	NOR	PUO	0	27	0	0	0	0	0	0	27
COMMERCIAL	COM	B3K	ONA		0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	ONA	B3K	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	B3K	ONA	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	ONA	OB3	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	ONA	ONA	1970	249	0	0	0	0	0	0	2219
COMMERCIAL	COM	B3K	RDX	RDX	9	4	0	0	0	0	0	0	13
COMMERCIAL	COM	B3K	STJ	B3K	0	0	2	0	0	0	0	0	2
COMMERCIAL	COM	B3K	STJ	STJ	13	39	0	0	0	0	0	0	52
COMMERCIAL	COM	B3K	XTR	XTR	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	MFT			0	0	0	0	0	0	0	1	1
COMMERCIAL	COM	MFT		MFT	5006	1	0	1	0	0	0	1	5009
COMMERCIAL	COM	MFT	FDA	MFT	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	MFT	IND	MFT	70	0	0	0	0	0	0	0	70
COMMERCIAL	COM	MFT	ONA	MFT	10	0	0	0	0	0	0	0	10
COMMERCIAL	COM	MF3		MF3	444	0	0	0	0	0	0	0	444
COMMERCIAL	COM	PAR			1	50	6	0	0	0	0	28	85
COMMERCIAL	COM	PAR		B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	PAR		PAR	2384	3820	41	0	0	0	0	42	6287
COMMERCIAL	COM	PAR		PUO	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PAR		RBM	0	6	1	0	0	0	0	0	7
COMMERCIAL	COM	PAR	IND	IND	1	2	0	0	0	0	0	0	3
COMMERCIAL	COM	PAR	NOR		0	4	0	0	0	0	0	1	5
COMMERCIAL	COM	PAR	NOR	PAR	29	205	0	0	0	0	0	4	238
COMMERCIAL	COM	PAR	NOR	RBM	0	1	0	0	0	0	0	0	1
