VEHICLE_CLASS	DESCRIPTOR	VALUE	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
TRAILER	YEAR	1919	6	2	0	0	0	0	0	0	8
TRAILER	YEAR	1918	1	1	0	0	0	0	0	0	2
TRAILER	YEAR	1916	1	0	0	0	0	0	0	0	1
TRAILER	YEAR	1912	2	0	0	0	0	0	0	0	2
TRAILER	YEAR	1911	4	2	0	0	0	0	0	0	6
TRAILER	YEAR	1910	2	0	0	0	0	0	0	0	2
TRAILER	YEAR	1909	1	0	0	0	0	0	0	0	1
TRAILER	YEAR	1908	2	1	1	0	0	0	0	0	4
TRAILER	YEAR	1907	5	4	1	0	0	0	0	0	10
TRAILER	YEAR	1906	3	1	0	0	0	0	0	0	4
TRAILER	YEAR	1905	6	1	0	0	0	0	0	0	7
TRAILER	YEAR	1904	6	0	0	0	0	1	0	0	7
TRAILER	YEAR	1903	7	3	0	0	0	0	0	0	10
TRAILER	YEAR	1902	2	2	0	0	0	0	0	0	4
TRAILER	YEAR	1901	5	3	0	0	0	0	0	0	8
TRAILER	YEAR	1900	7560	617	4	5	29	43	0	0	8258
SNOW VEHICLE	MOTIVE POWER		283859	443240	6	3586	13783	24960	6	0	769440
SNOW VEHICLE	MOTIVE POWER	G	32	126	0	2	8	22	0	0	190
SNOW VEHICLE	YEAR	2022	6653	191	0	0	7	1	0	0	6852
SNOW VEHICLE	YEAR	2021	7563	994	0	0	37	3	0	0	8597
SNOW VEHICLE	YEAR	2020	6665	2225	0	0	64	18	0	0	8972
SNOW VEHICLE	YEAR	2019	6239	2840	0	0	116	6	0	0	9201
SNOW VEHICLE	YEAR	2018	7283	3584	0	0	172	5	0	0	11044
SNOW VEHICLE	YEAR	2017	7010	3540	0	1	184	14	0	0	10749
SNOW VEHICLE	YEAR	2016	8534	4062	1	0	225	10	0	0	12832
SNOW VEHICLE	YEAR	2015	6808	3749	1	0	195	15	0	0	10768
SNOW VEHICLE	YEAR	2014	4992	2954	1	0	177	18	0	0	8142
SNOW VEHICLE	YEAR	2013	4353	2968	0	0	192	24	0	0	7537
SNOW VEHICLE	YEAR	2012	4667	3115	0	0	193	22	0	0	7997
SNOW VEHICLE	YEAR	2011	4366	3548	0	1	200	41	0	0	8156
SNOW VEHICLE	YEAR	2010	4688	3892	0	0	222	40	0	0	8842
SNOW VEHICLE	YEAR	2009	5117	4755	0	0	242	48	0	0	10162
SNOW VEHICLE	YEAR	2008	4132	4239	0	0	212	65	0	0	8648
SNOW VEHICLE	YEAR	2007	5122	5959	0	0	256	74	1	0	11412
SNOW VEHICLE	YEAR	2006	5319	7042	0	0	341	98	0	0	12800
SNOW VEHICLE	YEAR	2005	4939	7038	0	2	301	118	0	0	12398
SNOW VEHICLE	YEAR	2004	4689	7636	0	0	328	117	0	0	12770
SNOW VEHICLE	YEAR	2003	4300	8967	0	0	387	159	0	0	13813
SNOW VEHICLE	YEAR	2002	4671	10251	0	1	384	169	0	0	15476
SNOW VEHICLE	YEAR	2001	3048	8133	0	0	301	153	0	0	11635
SNOW VEHICLE	YEAR	2000	3987	11134	1	2	441	194	0	0	15759
SNOW VEHICLE	YEAR	1999	3951	12679	0	5	459	261	0	0	17355
SNOW VEHICLE	YEAR	1998	4809	16284	0	8	522	364	0	0	21987
SNOW VEHICLE	YEAR	1997	4012	16211	0	14	454	390	2	0	21083
SNOW VEHICLE	YEAR	1996	3263	15419	0	17	473	429	0	0	19601
SNOW VEHICLE	YEAR	1995	2911	15146	0	14	423	387	0	0	18881
SNOW VEHICLE	YEAR	1994	2455	15606	0	18	487	442	0	0	19008
SNOW VEHICLE	YEAR	1993	2097	12651	0	14	440	448	0	0	15650
SNOW VEHICLE	YEAR	1992	1702	9949	0	14	354	345	0	0	12364
SNOW VEHICLE	YEAR	1991	2433	13810	0	23	427	585	0	0	17278
SNOW VEHICLE	YEAR	1990	2705	15119	0	44	373	646	1	0	18888
SNOW VEHICLE	YEAR	1989	2716	14897	0	36	393	631	0	0	18673
SNOW VEHICLE	YEAR	1988	2529	12751	0	43	334	549	0	0	16206
SNOW VEHICLE	YEAR	1987	2168	9993	0	36	253	493	0	0	12943
SNOW VEHICLE	YEAR	1986	1944	7855	0	41	214	400	0	0	10454
SNOW VEHICLE	YEAR	1985	1724	6465	0	34	178	372	0	0	8773
SNOW VEHICLE	YEAR	1984	1357	4381	0	40	107	276	1	0	6162
SNOW VEHICLE	YEAR	1983	1684	4844	0	37	87	313	0	0	6965
SNOW VEHICLE	YEAR	1982	2973	7349	0	62	163	511	0	0	11058
SNOW VEHICLE	YEAR	1981	4018	9925	1	88	212	717	0	0	14961
SNOW VEHICLE	YEAR	1980	8945	17999	0	186	441	1414	0	0	28985
SNOW VEHICLE	YEAR	1979	9528	14772	0	188	295	1385	0	0	26168
SNOW VEHICLE	YEAR	1978	7275	9915	0	147	246	985	1	0	18569
SNOW VEHICLE	YEAR	1977	7683	8436	0	206	220	1012	0	0	17557
SNOW VEHICLE	YEAR	1976	7712	7513	0	199	169	1079	0	0	16672
SNOW VEHICLE	YEAR	1975	7572	6377	0	162	134	1032	0	0	15277
SNOW VEHICLE	YEAR	1974	10096	8339	0	260	142	1418	0	0	20255
SNOW VEHICLE	YEAR	1973	14037	10039	0	411	164	1849	0	0	26500
SNOW VEHICLE	YEAR	1972	12591	9063	0	379	125	1745	0	0	23903
SNOW VEHICLE	YEAR	1971	10685	7757	1	388	133	1518	0	0	20482
SNOW VEHICLE	YEAR	1970	6070	4338	0	272	72	885	0	0	11637
SNOW VEHICLE	YEAR	1969	2999	2382	0	112	49	386	0	0	5928
SNOW VEHICLE	YEAR	1968	1033	908	0	41	16	153	0	0	2151
SNOW VEHICLE	YEAR	1967	484	495	0	18	8	69	0	0	1074
SNOW VEHICLE	YEAR	1966	252	269	0	13	6	32	0	0	572
SNOW VEHICLE	YEAR	1965	144	233	0	3	17	24	0	0	421
SNOW VEHICLE	YEAR	1964	78	133	0	5	6	11	0	0	233
SNOW VEHICLE	YEAR	1963	27	79	0	1	2	2	0	0	111
SNOW VEHICLE	YEAR	1962	23	34	0	0	1	4	0	0	62
SNOW VEHICLE	YEAR	1961	12	32	0	0	5	6	0	0	55
SNOW VEHICLE	YEAR	1960	16	27	0	0	1	1	0	0	45
SNOW VEHICLE	YEAR	1959	3	5	0	0	1	0	0	0	9
SNOW VEHICLE	YEAR	1958	4	9	0	0	1	0	0	0	14
SNOW VEHICLE	YEAR	1957	2	7	0	0	1	0	0	0	10
SNOW VEHICLE	YEAR	1956	0	3	0	0	3	0	0	0	6
SNOW VEHICLE	YEAR	1955	2	4	0	1	1	0	0	0	8
SNOW VEHICLE	YEAR	1954	2	2	0	0	1	0	0	0	5
SNOW VEHICLE	YEAR	1953	1	5	0	0	0	0	0	0	6
SNOW VEHICLE	YEAR	1952	1	7	0	0	1	0	0	0	9
SNOW VEHICLE	YEAR	1950	3	3	0	0	0	0	0	0	6
SNOW VEHICLE	YEAR	1949	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1948	2	4	0	0	0	0	0	0	6
SNOW VEHICLE	YEAR	1947	1	4	0	0	0	0	0	0	5
SNOW VEHICLE	YEAR	1945	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1944	2	3	0	0	0	0	0	0	5
SNOW VEHICLE	YEAR	1940	2	3	0	0	0	0	0	0	5
SNOW VEHICLE	YEAR	1939	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1937	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1935	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1933	0	0	0	1	0	0	0	0	1
SNOW VEHICLE	YEAR	1930	1	1	0	0	0	0	0	0	2
SNOW VEHICLE	YEAR	1917	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1913	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1911	1	0	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1907	1	1	0	0	0	0	0	0	2
SNOW VEHICLE	YEAR	1905	0	1	0	0	0	0	0	0	1
SNOW VEHICLE	YEAR	1904	0	3	0	0	0	0	0	0	3
SNOW VEHICLE	YEAR	1903	0	3	0	0	0	0	0	0	3
SNOW VEHICLE	YEAR	1902	1	1	0	0	0	0	0	0	2
SNOW VEHICLE	YEAR	1901	2	2	0	0	0	1	0	0	5
OFF ROAD	MOTIVE POWER	D	268	41	1	0	2	5	0	0	317
OFF ROAD	MOTIVE POWER	G	592466	107650	4913	188	15977	4718	4	2	725918
OFF ROAD	MOTIVE POWER	OTHER	55	60	3	0	9	4	0	0	131
OFF ROAD	BODY TYPE	AP	2420	462	4	0	46	8	0	0	2940
OFF ROAD	BODY TYPE	DB	1158	337	19	7	10	36	0	0	1567
OFF ROAD	BODY TYPE	MB	2406	2078	49	2	39	85	0	0	4659
OFF ROAD	BODY TYPE	MD	3361	1312	69	7	87	88	0	0	4924
OFF ROAD	BODY TYPE	MF	363803	77244	3103	127	10668	3223	1	1	458170
OFF ROAD	BODY TYPE	MW	8219	2970	71	26	223	246	0	0	11755
OFF ROAD	BODY TYPE	RA	211422	23348	1602	19	4915	1041	3	1	242351
OFF ROAD	YEAR	2022	5447	754	0	0	3	0	0	0	6204
OFF ROAD	YEAR	2021	31581	2524	6	0	115	6	0	0	34232
OFF ROAD	YEAR	2020	20364	1817	11	0	162	7	0	0	22361
OFF ROAD	YEAR	2019	21537	2166	15	0	252	9	0	0	23979
OFF ROAD	YEAR	2018	23563	2297	18	0	295	17	0	0	26190
OFF ROAD	YEAR	2017	21389	2114	21	0	372	29	0	0	23925
OFF ROAD	YEAR	2016	19973	2022	18	0	357	37	0	0	22407
OFF ROAD	YEAR	2015	15546	1605	31	0	341	26	0	0	17549
OFF ROAD	YEAR	2014	18720	1877	32	0	384	31	0	0	21044
OFF ROAD	YEAR	2013	17192	2149	58	0	361	45	0	0	19805
OFF ROAD	YEAR	2012	16095	2004	45	0	385	47	0	0	18576
OFF ROAD	YEAR	2011	15409	1773	74	0	403	48	0	0	17707
OFF ROAD	YEAR	2010	10425	1552	79	0	292	42	1	0	12391
OFF ROAD	YEAR	2009	19464	2665	135	0	587	73	0	0	22924
OFF ROAD	YEAR	2008	23988	4044	188	0	780	136	0	0	29136
OFF ROAD	YEAR	2007	28084	4608	229	2	848	196	0	0	33967
OFF ROAD	YEAR	2006	24465	5270	173	1	750	190	2	0	30851
OFF ROAD	YEAR	2005	24004	5033	178	2	741	189	0	0	30147
OFF ROAD	YEAR	2004	25700	5544	257	0	856	179	0	0	32536
OFF ROAD	YEAR	2003	20817	4892	311	3	805	154	0	0	26982
OFF ROAD	YEAR	2002	16415	3622	322	1	575	146	0	0	21081
OFF ROAD	YEAR	2001	18861	3869	403	3	691	173	0	0	24000
OFF ROAD	YEAR	2000	15529	3203	361	3	515	144	0	0	19755
OFF ROAD	YEAR	1999	10786	2172	281	1	386	103	0	0	13729
OFF ROAD	YEAR	1998	7239	1409	156	2	272	60	0	0	9138
OFF ROAD	YEAR	1997	5273	1105	111	0	202	57	0	0	6748
OFF ROAD	YEAR	1996	6114	1393	116	1	228	73	0	0	7925
OFF ROAD	YEAR	1995	5673	1290	73	1	226	75	0	0	7338
OFF ROAD	YEAR	1994	4732	1192	83	2	160	67	0	0	6236
OFF ROAD	YEAR	1993	5553	1267	89	2	215	85	0	1	7212
OFF ROAD	YEAR	1992	5187	1178	57	0	216	68	0	0	6706
OFF ROAD	YEAR	1991	5191	1393	76	1	217	67	0	1	6946
OFF ROAD	YEAR	1990	5922	1605	81	2	242	110	0	0	7962
OFF ROAD	YEAR	1989	4872	1298	56	3	196	75	0	0	6500
OFF ROAD	YEAR	1988	4245	1271	42	2	172	87	0	0	5819
OFF ROAD	YEAR	1987	7820	2248	71	8	402	159	0	0	10708
OFF ROAD	YEAR	1986	12150	3560	100	4	610	264	1	0	16689
OFF ROAD	YEAR	1985	10736	3747	92	21	474	305	0	0	15375
OFF ROAD	YEAR	1984	12043	4210	87	30	385	355	0	0	17110
OFF ROAD	YEAR	1983	9341	3488	85	25	265	291	0	0	13495
OFF ROAD	YEAR	1982	4619	1949	61	10	108	153	0	0	6900
OFF ROAD	YEAR	1981	2258	907	31	8	29	87	0	0	3320
OFF ROAD	YEAR	1980	1379	557	15	9	21	34	0	0	2015
OFF ROAD	YEAR	1979	1274	530	22	7	11	47	0	0	1891
OFF ROAD	YEAR	1978	1179	512	31	7	18	42	0	0	1789
OFF ROAD	YEAR	1977	875	365	21	4	12	30	0	0	1307
OFF ROAD	YEAR	1976	514	244	22	2	11	16	0	0	809
OFF ROAD	YEAR	1975	586	277	21	5	11	17	0	0	917
OFF ROAD	YEAR	1974	646	307	16	5	6	16	0	0	996
OFF ROAD	YEAR	1973	490	221	18	4	3	15	0	0	751
OFF ROAD	YEAR	1972	453	217	12	3	7	13	0	0	705
OFF ROAD	YEAR	1971	285	129	10	1	4	11	0	0	440
OFF ROAD	YEAR	1970	219	93	3	1	5	3	0	0	324
OFF ROAD	YEAR	1969	113	57	2	0	1	2	0	0	175
OFF ROAD	YEAR	1968	83	24	1	0	1	2	0	0	111
OFF ROAD	YEAR	1967	57	17	1	0	0	2	0	0	77
OFF ROAD	YEAR	1966	53	14	1	0	0	2	0	0	70
OFF ROAD	YEAR	1965	55	29	3	0	0	1	0	0	88
OFF ROAD	YEAR	1964	30	9	0	0	0	2	0	0	41
OFF ROAD	YEAR	1963	21	5	0	0	1	0	0	0	27
OFF ROAD	YEAR	1962	22	10	0	0	0	1	0	0	33
OFF ROAD	YEAR	1961	10	6	0	0	0	0	0	0	16
OFF ROAD	YEAR	1960	19	7	1	1	0	0	0	0	28
OFF ROAD	YEAR	1959	18	5	0	0	0	2	0	0	25
OFF ROAD	YEAR	1958	6	4	0	0	0	1	0	0	11
OFF ROAD	YEAR	1957	12	4	1	0	0	0	0	0	17
OFF ROAD	YEAR	1956	3	2	0	0	0	1	0	0	6
OFF ROAD	YEAR	1955	8	1	1	1	0	0	0	0	11
OFF ROAD	YEAR	1954	7	1	0	0	0	0	0	0	8
OFF ROAD	YEAR	1953	6	2	0	0	0	1	0	0	9
OFF ROAD	YEAR	1952	10	5	0	0	1	1	0	0	17
OFF ROAD	YEAR	1951	2	0	1	0	0	0	0	0	3
OFF ROAD	YEAR	1950	2	0	1	0	0	0	0	0	3
OFF ROAD	YEAR	1949	3	3	0	0	0	0	0	0	6
OFF ROAD	YEAR	1948	4	1	0	0	0	0	0	0	5
OFF ROAD	YEAR	1947	8	1	0	0	0	0	0	0	9
OFF ROAD	YEAR	1946	2	2	0	0	0	0	0	0	4
OFF ROAD	YEAR	1945	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1944	0	1	0	0	0	0	0	0	1
OFF ROAD	YEAR	1943	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1942	5	2	0	0	0	0	0	0	7
OFF ROAD	YEAR	1940	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1925	0	1	0	0	0	0	0	0	1
OFF ROAD	YEAR	1923	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1919	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1912	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1906	1	0	0	0	0	0	0	0	1
OFF ROAD	YEAR	1901	1	0	0	0	0	0	0	0	1
