VEHICLE_CLASS	PLATE-CLASS	VEH-DCL	REG-DCL	VAL-DCL	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	DSA		NOR	NOR	0	187	0	0	0	0	0	0	187
PASSENGER	DSA		NOR	NPU	0	1	0	0	0	0	0	0	1
PASSENGER	DSA		NOR	OGT	0	1	0	0	0	0	0	0	1
PASSENGER	EVE				59264	5901	0	0	0	0	1	35	65201
PASSENGER	EVE			NOR	4	1	0	0	0	0	0	0	5
PASSENGER	EVE		CCA	CCA	1	0	0	0	0	0	0	0	1
PASSENGER	EVE		FDA		50	23	0	0	0	0	0	0	73
PASSENGER	EVE		NOR		15	4	0	0	0	0	0	0	19
PASSENGER	EVE		NOR	NOR	769	66	0	0	0	0	0	0	835
PASSENGER	EVE		ONA	ONA	108	0	0	0	0	0	0	0	108
PASSENGER	EVF				584	82	0	0	0	0	0	0	666
PASSENGER	EVF		FDA		4	1	0	0	0	0	0	0	5
PASSENGER	EVF		NOR	NOR	23	1	0	0	0	0	0	0	24
PASSENGER	EVF		ONA	ONA	1	0	0	0	0	0	0	0	1
PASSENGER	FCJ				2	94	35	1	0	0	0	0	132
PASSENGER	FCJ		NOR		0	7	1	0	0	0	0	0	8
PASSENGER	FDA				0	36	0	0	0	0	0	0	36
PASSENGER	FDA			FDA	0	54	1	0	0	0	0	0	55
PASSENGER	FDA		FDA		66	88	0	0	0	0	0	0	154
PASSENGER	FDA		FDA	FDA	0	684	5	33	0	0	0	0	722
PASSENGER	FDA		FDA	OGT	0	19	0	0	0	0	0	0	19
PASSENGER	FDA		FDA	ONA	0	2	1	0	0	0	0	0	3
PASSENGER	FDA		ONA	FDA	0	1	0	0	0	0	0	0	1
PASSENGER	FDA		ONA	ONA	0	1	0	0	0	0	0	0	1
PASSENGER	HAM				457	189	0	0	0	0	0	2	648
PASSENGER	HAM			NOR	1	0	0	0	0	0	0	0	1
PASSENGER	HAM			OGT	0	20	0	0	0	0	0	0	20
PASSENGER	HAM		NOR		1	1	0	0	0	0	0	0	2
PASSENGER	HAM		NOR	NOR	43	27	0	0	0	0	0	0	70
PASSENGER	HVA				35252	23401	17	0	0	1	0	673	59344
PASSENGER	HVA			CCA	1	0	0	0	0	0	0	0	1
PASSENGER	HVA		CHS		0	1	0	0	0	0	0	0	1
PASSENGER	HVA		NOR		320	336	1	0	0	0	0	12	669
PASSENGER	HVA		ONA	ONA	1	0	0	0	0	0	0	0	1
PASSENGER	HVA		XTR		1	0	0	0	0	0	0	0	1
PASSENGER	MDA				738	907	34	1	0	0	0	2	1682
PASSENGER	MDA			CCA	2	0	0	0	0	0	0	0	2
PASSENGER	MDA			NOR	2	5	0	0	0	0	0	0	7
PASSENGER	MDA			OGT	0	69	0	0	0	0	0	0	69
PASSENGER	MDA		NOR		0	13	1	0	0	0	0	0	14
PASSENGER	MDA		NOR	NOR	19	26	0	0	0	0	0	0	45
PASSENGER	MDA		NOR	OGT	0	2	0	0	0	0	0	0	2
PASSENGER	MHC				5	23	1	0	0	0	0	0	29
PASSENGER	MHC			NOR	0	1	0	0	0	0	0	0	1
PASSENGER	MHC			OGT	0	3	0	0	0	0	0	0	3
PASSENGER	MHC		NOR	NOR	0	1	0	0	0	0	0	0	1
PASSENGER	MPP				5	7	1	0	0	0	0	0	13
PASSENGER	MPP			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	OCP				378484	93876	1	2	1	0	1	1772	474137
PASSENGER	OCP			ARM	4	0	0	0	0	0	0	0	4
PASSENGER	OCP			B3K	0	0	0	0	0	0	0	2	2
PASSENGER	OCP			CCA	0	1	0	0	0	0	0	0	1
PASSENGER	OCP			NOR	176	406	0	0	0	0	0	10	592
PASSENGER	OCP			NPU	0	1	0	0	0	0	0	2	3
PASSENGER	OCP			OB3	1	2	0	0	0	0	0	8	11
PASSENGER	OCP			OGT	0	3477	0	0	0	0	0	6	3483
PASSENGER	OCP			OPU	0	2	0	0	0	0	0	16	18
PASSENGER	OCP			PUO	1	1	0	0	0	0	0	3	5
PASSENGER	OCP		CCA		3	3	0	0	0	0	0	0	6
PASSENGER	OCP		CCA	CCA	2	1	0	0	0	0	0	0	3
PASSENGER	OCP		CDA		0	2	0	0	0	0	0	0	2
PASSENGER	OCP		CDA	CDA	0	1	0	0	0	0	0	0	1
PASSENGER	OCP		CHS		3	2	0	0	0	0	0	0	5
PASSENGER	OCP		FDA		0	11	0	0	0	0	0	0	11
PASSENGER	OCP		IND		2	1	0	0	0	0	0	0	3
PASSENGER	OCP		NOR		256	354	0	0	0	0	0	20	630
PASSENGER	OCP		NOR	NOR	16692	5939	0	0	0	0	0	30	22661
PASSENGER	OCP		NOR	NPU	1	2	0	0	0	0	0	2	5
PASSENGER	OCP		NOR	OGT	0	29	0	0	0	0	0	0	29
PASSENGER	OCP		NOR	PUO	0	1	0	0	0	0	0	0	1
PASSENGER	OCP		ONA	ONA	2	0	0	0	0	0	0	0	2
PASSENGER	OCP		STJ		3	0	0	0	0	0	0	0	3
PASSENGER	OCP		XTR	XTR	0	2	0	0	0	0	0	0	2
PASSENGER	ONA				1	3	1	0	0	0	0	0	5
PASSENGER	ONA			ONA	0	56	2	8	0	0	0	0	66
PASSENGER	ONA		ONA		166	3	0	0	0	0	0	0	169
PASSENGER	ONA		ONA	ONA	0	638	0	10	0	0	0	0	648
PASSENGER	ONT		ONA	ONA	0	3	0	0	0	0	0	0	3
PASSENGER	PAS				6087953	4027126	145492	3706	5	1348	27	114823	10380480
PASSENGER	PAS			ARM	34	206	0	0	0	0	0	0	240
PASSENGER	PAS			B3K	0	5	0	0	0	0	0	0	5
PASSENGER	PAS			CCA	4	11	0	0	0	0	0	0	15
PASSENGER	PAS			CDA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS			FDA	0	171	17	3	0	1	0	0	192
PASSENGER	PAS			NOR	3057	34046	8	0	0	0	0	197	37308
PASSENGER	PAS			NPU	0	1	0	0	0	0	0	0	1
PASSENGER	PAS			OGT	0	317729	0	1	0	1	0	53	317784
PASSENGER	PAS			ONA	51	440	133	5	0	1	0	0	630
PASSENGER	PAS			PUO	0	52	0	0	0	0	0	0	52
PASSENGER	PAS			XTR	0	4	0	0	0	0	0	0	4
PASSENGER	PAS		ARM	ARM	0	14	0	0	0	0	0	0	14
PASSENGER	PAS		CCA		9	36	1	0	0	0	0	1	47
PASSENGER	PAS		CCA	CCA	26	72	0	0	0	0	0	0	98
PASSENGER	PAS		CCA	NOR	0	2	0	0	0	0	0	0	2
PASSENGER	PAS		CCA	OGT	0	6	0	0	0	0	0	0	6
PASSENGER	PAS		CCA	XTR	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA		22	33	0	0	0	0	0	7	62
PASSENGER	PAS		CDA	CCA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA	CDA	3	217	0	0	0	0	0	2	222
PASSENGER	PAS		CDA	OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA	XTR	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CHS		422	341	2	0	0	0	0	2	767
PASSENGER	PAS		CHS	OGT	0	28	0	0	0	0	0	0	28
PASSENGER	PAS		FDA		1372	521	6	0	0	0	0	1	1900
PASSENGER	PAS		FDA	FDA	0	343	8	0	0	0	0	0	351
PASSENGER	PAS		FDA	OGT	0	16	0	0	0	0	0	0	16
PASSENGER	PAS		FDA	ONA	3	3	0	0	0	0	0	0	6
PASSENGER	PAS		IND		686	393	0	0	0	0	0	15	1094
PASSENGER	PAS		IND	FDA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		IND	OGT	0	24	0	0	0	0	0	0	24
PASSENGER	PAS		IND	ONA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		NOR		2516	71506	4253	155	0	85	0	7096	85611
PASSENGER	PAS		NOR	ARM	0	2	0	0	0	0	0	0	2
PASSENGER	PAS		NOR	FDA	0	30	2	0	0	0	0	0	32
PASSENGER	PAS		NOR	NOR	313910	393542	18	8	0	9	0	1139	708626
PASSENGER	PAS		NOR	NPU	0	3	0	0	0	0	0	0	3
PASSENGER	PAS		NOR	OGT	0	4157	0	0	0	0	0	1	4158
PASSENGER	PAS		NOR	ONA	0	61	4	0	0	0	0	0	65
PASSENGER	PAS		ONA		18	180	74	1	0	0	0	0	273
PASSENGER	PAS		ONA	ONA	6221	598	13	1	0	0	0	0	6833
PASSENGER	PAS		ONA	RBM	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		RDX		113	5	0	0	0	0	0	0	118
PASSENGER	PAS		STJ		7	4	0	0	0	0	0	0	11
PASSENGER	PAS		XOR		0	3	0	0	0	0	0	0	3
PASSENGER	PAS		XTR		2	7	0	0	0	0	0	0	9
PASSENGER	PAS		XTR	OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		XTR	XTR	5	225	0	0	0	0	0	0	230
PASSENGER	PJO				97	28	1	2	0	0	0	0	128
PASSENGER	PJO			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PJO		NOR	NOR	10	1	0	0	0	0	0	0	11
PASSENGER	RTA				0	36	2	0	0	0	0	0	38
PASSENGER	RTA		NOR		0	3	0	0	0	0	0	0	3
PASSENGER	SCO				57	21	0	0	0	0	0	0	78
PASSENGER	SCO			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	SCO		NOR		0	1	0	0	0	0	0	0	1
PASSENGER	SCO		NOR	NOR	4	3	0	0	0	0	0	0	7
PASSENGER	SEN				3	6	0	0	0	0	0	0	9
PASSENGER	TRB				0	2	0	0	0	0	0	0	2
PASSENGER	XOP		XOR		43	20	0	0	0	0	0	0	63
PASSENGER	XTP				1	13	0	0	0	0	0	0	14
PASSENGER	XTP		CCA		0	4	0	0	0	0	0	0	4
PASSENGER	XTP		XTR		183	364	0	0	0	0	0	0	547
PASSENGER	XTR			XTR	0	4	0	0	0	0	0	0	4
PASSENGER	YOM				1530	733	0	0	0	0	0	10	2273
PASSENGER	YOM			NOR	1	2	0	0	0	0	0	0	3
PASSENGER	YOM		NOR		0	1	0	0	0	0	0	0	1
PASSENGER	YOM		NOR	NOR	79	44	0	0	0	0	0	0	123
MOTORCYCLE	   				0	86199	95880	2960	40408	7431	33	429	233340
MOTORCYCLE	   		CCA		0	0	2	0	0	1	0	0	3
MOTORCYCLE	   		CDA		0	13	3	0	2	0	0	0	18
MOTORCYCLE	   		CHS		0	0	1	0	0	0	0	0	1
MOTORCYCLE	   		FDA		0	61	9	0	41	17	0	0	128
MOTORCYCLE	   		NOR		0	6141	7188	94	2588	1567	1	22	17601
MOTORCYCLE	   		ONA		0	115	27	0	5	11	0	0	158
MOTORCYCLE	   		XTR		0	8	3	0	0	0	0	0	11
MOTORCYCLE	LSM				345	1221	0	0	0	0	0	28	1594
MOTORCYCLE	LSM			NOR	0	4	0	0	0	0	0	0	4
MOTORCYCLE	LSM		NOR		0	10	0	0	0	0	0	0	10
MOTORCYCLE	LSM		NOR	NOR	23	74	0	0	0	0	0	0	97
MOTORCYCLE	LSM		XTR	XTR	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL				186030	228026	2089	6	0	14	0	5064	421229
MOTORCYCLE	MCL			ARM	1	9	0	0	0	0	0	1	11
MOTORCYCLE	MCL			CDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL			FDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL			NOR	136	2207	0	0	0	0	0	12	2355
MOTORCYCLE	MCL			OGT	0	21174	0	0	0	0	0	5	21179
MOTORCYCLE	MCL			ONA	1	0	0	0	0	0	0	0	1
MOTORCYCLE	MCL		ARM	ARM	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CCA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CCA	CCA	2	13	0	0	0	0	0	0	15
MOTORCYCLE	MCL		CDA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CDA	CDA	1	29	0	0	0	0	0	0	30
MOTORCYCLE	MCL		CHS		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		FDA		27	5	2	0	0	0	0	0	34
MOTORCYCLE	MCL		FDA	FDA	0	9	0	0	0	0	0	0	9
MOTORCYCLE	MCL		NOR		199	4742	126	0	0	1	0	296	5364
MOTORCYCLE	MCL		NOR	NOR	18432	23944	0	0	0	0	0	29	42405
MOTORCYCLE	MCL		NOR	OGT	0	390	0	0	0	0	0	0	390
MOTORCYCLE	MCL		ONA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		ONA	ONA	105	5	0	0	0	0	0	0	110
MOTORCYCLE	MCL		XTR		1	3	0	0	0	0	0	0	4
MOTORCYCLE	MCL		XTR	XTR	3	27	0	0	0	0	0	0	30
MOTORCYCLE	MOP				0	4	0	0	0	0	0	0	4
MOTORCYCLE	MOP		NOR		0	1	0	0	0	0	0	0	1
MOTORCYCLE	OCM				8009	3246	0	0	0	0	0	54	11309
MOTORCYCLE	OCM			ARM	2	0	0	0	0	0	0	0	2
MOTORCYCLE	OCM			NOR	9	12	0	0	0	0	0	0	21
MOTORCYCLE	OCM			OGT	0	102	0	0	0	0	0	0	102
MOTORCYCLE	OCM		CDA	CDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	OCM		NOR		9	28	0	0	0	0	0	0	37
MOTORCYCLE	OCM		NOR	NOR	539	227	0	0	0	0	0	0	766
MOTORCYCLE	OCM		NOR	OGT	0	2	0	0	0	0	0	0	2
MOTORCYCLE	OCM		ONA	ONA	1	0	0	0	0	0	0	0	1
MOTORCYCLE	YMC				64	57	0	0	0	0	0	0	121
MOTORCYCLE	YMC		NOR	NOR	2	2	0	0	0	0	0	0	4
MOPED	   				0	2975	675	80	450	480	1	1	4662
MOPED	   		FDA		0	1	0	0	5	0	0	0	6
MOPED	   		NOR		0	210	69	3	27	67	0	0	376
MOPED	   		ONA		0	0	1	0	0	0	0	0	1
MOPED	MCL				0	13	0	0	0	0	0	0	13
MOPED	MOP				298	15247	44	0	0	2	0	13	15604
MOPED	MOP		CCA	CCA	0	1	0	0	0	0	0	0	1
MOPED	MOP		CDA	CDA	0	3	0	0	0	0	0	0	3
MOPED	MOP		CHS		0	1	0	0	0	0	0	0	1
MOPED	MOP		NOR		21	1022	2	0	0	0	0	0	1045
MOPED	MOP		ONA	ONA	1	0	0	0	0	0	0	0	1
COMMERCIAL	   				0	808307	294370	542920	225818	38610	212	1276	1911513
COMMERCIAL	   		CCA		0	5	0	0	0	0	0	0	5
COMMERCIAL	   		CDA		0	3	1	0	1	0	0	0	5
COMMERCIAL	   		CHS		0	11	16	0	3	2	0	0	32
COMMERCIAL	   		FDA		0	758	64	14	244	67	0	1	1148
COMMERCIAL	   		IND		0	65	54	1	3	3	0	1	127
COMMERCIAL	   		NOR		0	6514	16936	1736	1405	1013	1	69	27674
COMMERCIAL	   		ONA		0	1691	521	21	222	138	0	0	2593
COMMERCIAL	   		RDX		0	8	1	0	1	0	0	0	10
COMMERCIAL	   		STJ		0	26	1	1	0	1	0	0	29
COMMERCIAL	   		XTR		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	B3K			0	192240	5034	8707	50715	16330	19	2525	275570
COMMERCIAL	   	B3K	CDA		0	6	0	0	0	0	0	0	6
COMMERCIAL	   	B3K	CHS		0	36	2	0	2	2	0	0	42
COMMERCIAL	   	B3K	FDA		0	155	3	11	127	27	0	0	323
COMMERCIAL	   	B3K	IND		0	70	1	2	0	7	0	0	80
COMMERCIAL	   	B3K	NOR		0	3251	160	243	527	574	0	69	4824
COMMERCIAL	   	B3K	ONA		0	205	275	19	59	59	0	0	617
COMMERCIAL	   	B3K	RDX		0	1	0	0	1	0	0	0	2
COMMERCIAL	   	B3K	STJ		0	33	0	0	0	3	0	0	36
COMMERCIAL	   	B3K	XTR		0	8	0	0	0	0	0	0	8
COMMERCIAL	   	FRM			0	35696	999	647	1525	1796	2	222	40887
COMMERCIAL	   	FRM	CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	FRM	FDA		0	2	0	0	0	0	0	0	2
COMMERCIAL	   	FRM	NOR		0	749	33	19	28	72	1	3	905
COMMERCIAL	   	MFT			0	805	21	6	202	81	0	0	1115
COMMERCIAL	   	MFT	IND		0	3	0	0	0	0	0	0	3
COMMERCIAL	   	MFT	ONA		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	MF3			0	63	2	1	7	11	0	0	84
COMMERCIAL	   	PAR			0	2280	94	62	366	148	0	7	2957
COMMERCIAL	   	PAR	FDA		0	3	0	0	0	0	0	0	3
COMMERCIAL	   	PAR	NOR		0	53	8	1	0	4	0	0	66
COMMERCIAL	   	PUO			0	276581	7246	7317	58146	21505	13	3060	373868
COMMERCIAL	   	PUO	CDA		0	13	0	0	1	0	0	0	14
COMMERCIAL	   	PUO	CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	PUO	IND		0	1	1	0	0	0	0	0	2
COMMERCIAL	   	PUO	NOR		0	78020	3348	4426	11524	13035	0	708	111061
COMMERCIAL	   	PUO	XTR		0	21	0	0	0	0	0	0	21
COMMERCIAL	   	RBM			0	550	21	8	46	25	0	1	651
COMMERCIAL	   	RBM	NOR		0	23	0	0	7	0	0	0	30
COMMERCIAL	   	SCH			0	119	5	14	46	0	0	0	184
COMMERCIAL	   	SCH	NOR		0	2	0	2	0	0	0	0	4
COMMERCIAL	COM				358635	242416	4075	22	0	15	3	8952	614118
COMMERCIAL	COM			B3K	0	93	42	1	0	0	0	16	152
COMMERCIAL	COM			FDA	0	159	1	0	0	0	0	0	160
COMMERCIAL	COM			IND	1	15	0	0	0	0	0	0	16
COMMERCIAL	COM			MFT	15	55	0	0	0	0	0	2	72
COMMERCIAL	COM			MF3	1	0	1	0	0	0	0	0	2
COMMERCIAL	COM			NPU	0	7	0	0	0	0	0	1	8
COMMERCIAL	COM			OB3	0	0	0	0	0	0	0	70	70
COMMERCIAL	COM			ONA	163	3	2	0	0	0	0	0	168
COMMERCIAL	COM			OPU	0	0	0	0	0	0	0	75	75
COMMERCIAL	COM			PAR	0	106	2	0	0	0	0	6	114
COMMERCIAL	COM			PUO	0	23	1	0	0	0	0	15	39
COMMERCIAL	COM			RBM	0	28	2	0	0	0	0	3	33
COMMERCIAL	COM			RDX	0	1	2	0	0	0	0	0	3
COMMERCIAL	COM		CCA	CCA	2	0	0	0	0	0	0	0	2
COMMERCIAL	COM		CHS		88	23	0	0	0	0	0	0	111
COMMERCIAL	COM		CHS	B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		FDA		460	115	0	0	0	0	0	0	575
COMMERCIAL	COM		FDA	B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM		FDA	FDA	0	151	3	0	0	0	0	0	154
COMMERCIAL	COM		FDA	ONA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		IND		6	77	0	0	0	0	0	16	99
COMMERCIAL	COM		IND	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		IND	IND	381	361	0	0	0	0	0	2	744
COMMERCIAL	COM		NOR		14305	13638	103	0	0	0	0	737	28783
COMMERCIAL	COM		NOR	B3K	0	8	1	0	0	0	0	0	9
COMMERCIAL	COM		NOR	NOR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		NOR	NPU	0	48	1	0	0	0	0	12	61
COMMERCIAL	COM		NOR	PAR	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM		NOR	RBM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		ONA		0	6	0	0	0	0	0	0	6
COMMERCIAL	COM		ONA	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		ONA	ONA	2360	288	0	0	0	0	0	0	2648
COMMERCIAL	COM		RDX	RDX	12	3	0	0	0	0	0	0	15
COMMERCIAL	COM		STJ	RDX	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM		STJ	STJ	21	23	0	0	0	0	0	0	44
COMMERCIAL	COM		XTR	XTR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K			1	565	18	0	0	0	0	8952	9536
COMMERCIAL	COM	B3K		ARM	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K		B3K	167188	175725	6507	122	0	31	0	907	350480
COMMERCIAL	COM	B3K		CCA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K		FDA	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	B3K		IND	4	4	0	0	0	0	0	0	8
COMMERCIAL	COM	B3K		NOR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K		NPU	0	270	37	0	0	0	0	13	320
COMMERCIAL	COM	B3K		OB3	320031	185099	0	5	1	2	1	1996	507135
COMMERCIAL	COM	B3K		ONA	10	0	0	0	0	0	0	0	10
COMMERCIAL	COM	B3K		OPU	0	60	0	0	0	0	0	302	362
COMMERCIAL	COM	B3K		PAR	0	8	0	0	0	0	0	0	8
COMMERCIAL	COM	B3K		PUO	0	1754	246	2	0	1	0	73	2076
COMMERCIAL	COM	B3K		RBM	0	2	0	0	0	0	0	0	2
COMMERCIAL	COM	B3K		STJ	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	ARM	ARM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	CCA	B3K	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	CCA	CCA	2	2	0	0	0	0	0	0	4
COMMERCIAL	COM	B3K	CDA	CDA	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	CHS	B3K	41	46	0	0	0	0	0	0	87
COMMERCIAL	COM	B3K	CHS	OB3	22	25	0	0	0	0	0	0	47
COMMERCIAL	COM	B3K	FDA		0	2	0	0	0	0	0	1	3
COMMERCIAL	COM	B3K	FDA	B3K	51	14	1	0	0	0	0	0	66
COMMERCIAL	COM	B3K	FDA	FDA	0	47	0	0	0	0	0	0	47
COMMERCIAL	COM	B3K	FDA	OB3	293	82	0	0	0	0	0	0	375
COMMERCIAL	COM	B3K	IND		0	1	0	0	0	0	0	20	21
COMMERCIAL	COM	B3K	IND	B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	B3K	IND	IND	427	371	0	0	0	0	0	1	799
COMMERCIAL	COM	B3K	IND	OB3	8	132	0	0	0	0	0	0	140
COMMERCIAL	COM	B3K	NOR		0	35	0	1	0	0	0	407	443
COMMERCIAL	COM	B3K	NOR	B3K	41	2820	163	0	0	0	0	2	3026
COMMERCIAL	COM	B3K	NOR	NPU	0	1753	102	0	0	0	0	35	1890
COMMERCIAL	COM	B3K	NOR	OB3	3306	4814	0	0	0	0	0	16	8136
COMMERCIAL	COM	B3K	NOR	OPU	0	1	0	0	0	0	0	4	5
COMMERCIAL	COM	B3K	NOR	PAR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	NOR	PUO	0	28	0	0	0	0	0	0	28
COMMERCIAL	COM	B3K	ONA		0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	ONA	B3K	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	B3K	ONA	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	ONA	OB3	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	ONA	ONA	1898	234	0	0	0	0	0	0	2132
COMMERCIAL	COM	B3K	RDX	RDX	10	4	0	0	0	0	0	0	14
COMMERCIAL	COM	B3K	STJ	B3K	0	0	2	0	0	0	0	0	2
COMMERCIAL	COM	B3K	STJ	STJ	16	38	0	0	0	0	0	0	54
COMMERCIAL	COM	B3K	XTR	XTR	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	MFT			0	0	0	0	0	0	0	1	1
COMMERCIAL	COM	MFT		MFT	4989	1	0	1	0	0	0	1	4992
COMMERCIAL	COM	MFT	FDA	MFT	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	MFT	IND	MFT	69	0	0	0	0	0	0	0	69
COMMERCIAL	COM	MFT	ONA	MFT	10	0	0	0	0	0	0	0	10
COMMERCIAL	COM	MF3		MF3	431	0	0	0	0	0	0	0	431
COMMERCIAL	COM	MF3	IND	MF3	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	PAR			0	50	6	0	0	0	0	25	81
COMMERCIAL	COM	PAR		B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	PAR		PAR	2226	3986	41	0	0	0	0	47	6300
COMMERCIAL	COM	PAR		PUO	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PAR		RBM	0	6	1	0	0	0	0	0	7
COMMERCIAL	COM	PAR	IND	IND	1	2	0	0	0	0	0	0	3
COMMERCIAL	COM	PAR	NOR		0	4	0	0	0	0	0	1	5
COMMERCIAL	COM	PAR	NOR	PAR	21	206	0	0	0	0	0	5	232
COMMERCIAL	COM	PAR	NOR	RBM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PAR	ONA	ONA	2	0	0	0	0	0	0	0	2
COMMERCIAL	COM	PUO			1	173	6	0	0	0	0	11356	11536
