VEHICLE_CLASS	PLATE-CLASS	VEH-DCL	REG-DCL	VAL-DCL	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	EVE		NOR	NOR	545	26	0	0	0	0	0	0	571
PASSENGER	EVE		ONA	ONA	110	0	0	0	0	0	0	0	110
PASSENGER	EVF				568	26	0	0	0	0	0	0	594
PASSENGER	EVF		FDA		4	0	0	0	0	0	0	0	4
PASSENGER	EVF		NOR	NOR	20	0	0	0	0	0	0	0	20
PASSENGER	EVF		ONA	ONA	1	0	0	0	0	0	0	0	1
PASSENGER	FCJ				2	94	35	1	0	0	0	0	132
PASSENGER	FCJ		NOR		0	7	1	0	0	0	0	0	8
PASSENGER	FDA				0	36	0	0	0	0	0	0	36
PASSENGER	FDA			FDA	0	54	1	0	0	0	0	0	55
PASSENGER	FDA		FDA		73	84	0	0	0	0	0	0	157
PASSENGER	FDA		FDA	FDA	0	684	5	33	0	0	0	0	722
PASSENGER	FDA		FDA	OGT	0	19	0	0	0	0	0	0	19
PASSENGER	FDA		FDA	ONA	0	2	1	0	0	0	0	0	3
PASSENGER	FDA		ONA	FDA	0	1	0	0	0	0	0	0	1
PASSENGER	FDA		ONA	ONA	0	1	0	0	0	0	0	0	1
PASSENGER	HAM				497	177	0	0	0	0	0	2	676
PASSENGER	HAM			OGT	0	20	0	0	0	0	0	0	20
PASSENGER	HAM		NOR		0	1	0	0	0	0	0	0	1
PASSENGER	HAM		NOR	NOR	46	27	0	0	0	0	0	0	73
PASSENGER	HVA				38328	19227	17	0	0	1	0	587	58160
PASSENGER	HVA		CCA	CCA	1	0	0	0	0	0	0	0	1
PASSENGER	HVA		CHS		1	0	0	0	0	0	0	0	1
PASSENGER	HVA		NOR		372	263	1	0	0	0	0	6	642
PASSENGER	HVA		ONA	ONA	1	0	0	0	0	0	0	0	1
PASSENGER	MDA				810	855	34	1	0	0	0	2	1702
PASSENGER	MDA			NOR	2	5	0	0	0	0	0	0	7
PASSENGER	MDA			OGT	0	69	0	0	0	0	0	0	69
PASSENGER	MDA		CCA	CCA	1	0	0	0	0	0	0	0	1
PASSENGER	MDA		NOR		0	13	1	0	0	0	0	0	14
PASSENGER	MDA		NOR	NOR	21	26	0	0	0	0	0	0	47
PASSENGER	MDA		NOR	OGT	0	2	0	0	0	0	0	0	2
PASSENGER	MHC				5	23	1	0	0	0	0	0	29
PASSENGER	MHC			NOR	0	1	0	0	0	0	0	0	1
PASSENGER	MHC			OGT	0	3	0	0	0	0	0	0	3
PASSENGER	MHC		NOR	NOR	0	1	0	0	0	0	0	0	1
PASSENGER	MPP				5	7	1	0	0	0	0	0	13
PASSENGER	MPP			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	OCP				391863	75249	0	2	1	0	1	1715	468831
PASSENGER	OCP			ARM	1	0	0	0	0	0	0	0	1
PASSENGER	OCP			B3K	1	0	0	0	0	0	0	3	4
PASSENGER	OCP			CCA	0	1	0	0	0	0	0	0	1
PASSENGER	OCP			NOR	234	387	0	0	0	0	0	8	629
PASSENGER	OCP			NPU	0	1	0	0	0	0	0	2	3
PASSENGER	OCP			OB3	2	2	0	0	0	0	0	7	11
PASSENGER	OCP			OGT	0	3508	0	0	0	0	0	7	3515
PASSENGER	OCP			OPU	0	2	0	0	0	0	0	14	16
PASSENGER	OCP			PUO	1	1	0	0	0	0	0	3	5
PASSENGER	OCP		CCA		1	3	0	0	0	0	0	0	4
PASSENGER	OCP		CCA	CCA	3	1	0	0	0	0	0	0	4
PASSENGER	OCP		CDA		2	1	0	0	0	0	0	0	3
PASSENGER	OCP		CDA	CDA	0	1	0	0	0	0	0	0	1
PASSENGER	OCP		CHS		4	1	0	0	0	0	0	0	5
PASSENGER	OCP		FDA		10	3	0	0	0	0	0	0	13
PASSENGER	OCP		IND		3	0	0	0	0	0	0	0	3
PASSENGER	OCP		NOR		279	312	0	0	0	0	0	18	609
PASSENGER	OCP		NOR	NOR	17328	5116	0	0	0	0	0	25	22469
PASSENGER	OCP		NOR	NPU	0	2	0	0	0	0	0	2	4
PASSENGER	OCP		NOR	OGT	0	29	0	0	0	0	0	0	29
PASSENGER	OCP		NOR	PUO	1	1	0	0	0	0	0	0	2
PASSENGER	OCP		ONA	ONA	2	0	0	0	0	0	0	0	2
PASSENGER	OCP		STJ		3	0	0	0	0	0	0	0	3
PASSENGER	OCP		XTR	XTR	0	2	0	0	0	0	0	0	2
PASSENGER	ONA				1	3	1	0	0	0	0	0	5
PASSENGER	ONA			ONA	0	56	2	8	0	0	0	0	66
PASSENGER	ONA		ONA		168	3	0	0	0	0	0	0	171
PASSENGER	ONA		ONA	ONA	0	638	0	10	0	0	0	0	648
PASSENGER	ONT		ONA	ONA	0	3	0	0	0	0	0	0	3
PASSENGER	PAS				6425923	3557497	145537	3706	5	1345	30	108223	10242266
PASSENGER	PAS			ARM	12	206	0	0	0	0	0	0	218
PASSENGER	PAS			B3K	0	5	0	0	0	0	0	0	5
PASSENGER	PAS			CCA	2	10	0	0	0	0	0	0	12
PASSENGER	PAS			CDA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS			FDA	0	171	17	3	0	1	0	0	192
PASSENGER	PAS			NOR	3644	33119	8	0	0	0	0	204	36975
PASSENGER	PAS			NPU	0	1	0	0	0	0	0	0	1
PASSENGER	PAS			OGT	0	318330	0	1	0	1	0	54	318386
PASSENGER	PAS			ONA	20	440	133	5	0	1	0	0	599
PASSENGER	PAS			PUO	0	52	0	0	0	0	0	0	52
PASSENGER	PAS			XTR	1	3	0	0	0	0	0	0	4
PASSENGER	PAS		ARM	ARM	0	14	0	0	0	0	0	0	14
PASSENGER	PAS		CCA		9	34	1	0	0	0	0	1	45
PASSENGER	PAS		CCA	CCA	40	65	0	0	0	0	0	0	105
PASSENGER	PAS		CCA	NOR	0	2	0	0	0	0	0	0	2
PASSENGER	PAS		CCA	OGT	0	6	0	0	0	0	0	0	6
PASSENGER	PAS		CCA	XTR	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA		20	31	0	0	0	0	0	7	58
PASSENGER	PAS		CDA	CCA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA	CDA	1	217	0	0	0	0	0	2	220
PASSENGER	PAS		CDA	OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CDA	XTR	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		CHS		446	328	2	0	0	0	0	2	778
PASSENGER	PAS		CHS	OGT	0	28	0	0	0	0	0	0	28
PASSENGER	PAS		FDA		1528	377	6	0	0	0	0	1	1912
PASSENGER	PAS		FDA	FDA	0	343	8	0	0	0	0	0	351
PASSENGER	PAS		FDA	OGT	0	16	0	0	0	0	0	0	16
PASSENGER	PAS		FDA	ONA	3	3	0	0	0	0	0	0	6
PASSENGER	PAS		IND		688	311	0	0	0	0	0	16	1015
PASSENGER	PAS		IND	FDA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		IND	OGT	0	24	0	0	0	0	0	0	24
PASSENGER	PAS		IND	ONA	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		NOR		2306	68885	4224	156	0	84	0	6454	82109
PASSENGER	PAS		NOR	ARM	0	2	0	0	0	0	0	0	2
PASSENGER	PAS		NOR	FDA	0	30	2	0	0	0	0	0	32
PASSENGER	PAS		NOR	NOR	330985	368460	18	8	0	6	0	1065	700542
PASSENGER	PAS		NOR	NPU	0	3	0	0	0	0	0	0	3
PASSENGER	PAS		NOR	OGT	0	3969	0	0	0	0	0	1	3970
PASSENGER	PAS		NOR	ONA	0	61	4	0	0	0	0	0	65
PASSENGER	PAS		ONA		3	180	74	1	0	0	0	0	258
PASSENGER	PAS		ONA	ONA	6393	576	13	1	0	0	0	0	6983
PASSENGER	PAS		ONA	RBM	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		RDX		104	5	0	0	0	0	0	0	109
PASSENGER	PAS		STJ		9	2	0	0	0	0	0	0	11
PASSENGER	PAS		XOR		0	3	0	0	0	0	0	0	3
PASSENGER	PAS		XTR		1	7	0	0	0	0	0	0	8
PASSENGER	PAS		XTR	OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PAS		XTR	XTR	5	225	0	0	0	0	0	0	230
PASSENGER	PJO				103	29	1	2	0	0	0	0	135
PASSENGER	PJO			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	PJO		NOR	NOR	9	2	0	0	0	0	0	0	11
PASSENGER	RTA				0	36	2	0	0	0	0	0	38
PASSENGER	RTA		NOR		0	3	0	0	0	0	0	0	3
PASSENGER	SCO				66	15	0	0	0	0	0	0	81
PASSENGER	SCO			OGT	0	1	0	0	0	0	0	0	1
PASSENGER	SCO		NOR		0	1	0	0	0	0	0	0	1
PASSENGER	SCO		NOR	NOR	6	1	0	0	0	0	0	0	7
PASSENGER	SEN				3	6	0	0	0	0	0	0	9
PASSENGER	TRB				0	2	0	0	0	0	0	0	2
PASSENGER	XOP		XOR		41	20	0	0	0	0	0	0	61
PASSENGER	XTP				1	9	0	0	0	0	0	0	10
PASSENGER	XTP		CCA		0	4	0	0	0	0	0	0	4
PASSENGER	XTP		XTR		181	351	0	0	0	0	0	0	532
PASSENGER	XTR			XTR	0	4	0	0	0	0	0	0	4
PASSENGER	YOM				1588	581	0	0	0	0	0	13	2182
PASSENGER	YOM			NOR	0	2	0	0	0	0	0	0	2
PASSENGER	YOM		NOR		0	1	0	0	0	0	0	1	2
PASSENGER	YOM		NOR	NOR	84	34	0	0	0	0	0	0	118
MOTORCYCLE	   				0	84980	92587	2876	38774	7162	30	345	226754
MOTORCYCLE	   		CCA		0	0	2	0	0	1	0	0	3
MOTORCYCLE	   		CDA		0	13	3	0	2	0	0	0	18
MOTORCYCLE	   		CHS		0	0	1	0	0	0	0	0	1
MOTORCYCLE	   		FDA		0	59	9	0	41	15	0	0	124
MOTORCYCLE	   		NOR		0	5973	6900	97	2479	1525	3	20	16997
MOTORCYCLE	   		ONA		0	115	27	0	5	11	0	0	158
MOTORCYCLE	   		XTR		0	8	3	0	0	0	0	0	11
MOTORCYCLE	LSM				399	1191	0	0	0	0	0	24	1614
MOTORCYCLE	LSM			NOR	0	4	0	0	0	0	0	0	4
MOTORCYCLE	LSM		NOR		0	10	0	0	0	0	0	0	10
MOTORCYCLE	LSM		NOR	NOR	30	68	0	0	0	0	0	0	98
MOTORCYCLE	LSM		XTR	XTR	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL				194311	212868	2094	6	0	14	0	4211	413504
MOTORCYCLE	MCL			ARM	0	9	0	0	0	0	0	1	10
MOTORCYCLE	MCL			CDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL			FDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL			NOR	144	2158	0	0	0	0	0	5	2307
MOTORCYCLE	MCL			OGT	0	21326	0	0	0	0	0	4	21330
MOTORCYCLE	MCL		ARM	ARM	0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CCA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CCA	CCA	1	13	0	0	0	0	0	0	14
MOTORCYCLE	MCL		CDA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		CDA	CDA	1	29	0	0	0	0	0	0	30
MOTORCYCLE	MCL		CHS		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		FDA		27	2	2	0	0	0	0	0	31
MOTORCYCLE	MCL		FDA	FDA	0	9	0	0	0	0	0	0	9
MOTORCYCLE	MCL		NOR		165	4497	123	0	0	1	0	235	5021
MOTORCYCLE	MCL		NOR	NOR	19323	22418	0	0	0	0	0	26	41767
MOTORCYCLE	MCL		NOR	OGT	0	373	0	0	0	0	0	0	373
MOTORCYCLE	MCL		ONA		0	1	0	0	0	0	0	0	1
MOTORCYCLE	MCL		ONA	ONA	106	5	0	0	0	0	0	0	111
MOTORCYCLE	MCL		XTR		0	3	0	0	0	0	0	0	3
MOTORCYCLE	MCL		XTR	XTR	2	28	0	0	0	0	0	0	30
MOTORCYCLE	MOP				0	4	0	0	0	0	0	0	4
MOTORCYCLE	MOP		NOR		0	1	0	0	0	0	0	0	1
MOTORCYCLE	OCM				8128	2767	0	0	0	0	0	38	10933
MOTORCYCLE	OCM			ARM	1	0	0	0	0	0	0	0	1
MOTORCYCLE	OCM			NOR	6	8	0	0	0	0	0	0	14
MOTORCYCLE	OCM			OGT	0	102	0	0	0	0	0	0	102
MOTORCYCLE	OCM		CDA	CDA	0	1	0	0	0	0	0	0	1
MOTORCYCLE	OCM		NOR		12	24	0	0	0	0	0	0	36
MOTORCYCLE	OCM		NOR	NOR	554	188	0	0	0	0	0	0	742
MOTORCYCLE	OCM		NOR	OGT	0	2	0	0	0	0	0	0	2
MOTORCYCLE	OCM		ONA	ONA	1	0	0	0	0	0	0	0	1
MOTORCYCLE	YMC				64	52	0	0	0	0	0	0	116
MOTORCYCLE	YMC		NOR	NOR	2	2	0	0	0	0	0	0	4
MOPED	   				0	2945	664	80	431	476	1	0	4597
MOPED	   		FDA		0	1	0	0	5	0	0	0	6
MOPED	   		NOR		0	202	65	3	27	64	0	0	361
MOPED	   		ONA		0	0	1	0	0	0	0	0	1
MOPED	MCL				0	13	0	0	0	0	0	0	13
MOPED	MOP				385	15193	44	0	0	2	0	16	15640
MOPED	MOP		CCA	CCA	0	1	0	0	0	0	0	0	1
MOPED	MOP		CDA	CDA	0	3	0	0	0	0	0	0	3
MOPED	MOP		CHS		0	2	0	0	0	0	0	0	2
MOPED	MOP		NOR		27	1014	2	0	0	0	0	0	1043
MOPED	MOP		ONA	ONA	1	0	0	0	0	0	0	0	1
COMMERCIAL	   				0	748495	284729	524330	212779	32655	212	1116	1804316
COMMERCIAL	   		CCA		0	5	0	0	0	0	0	0	5
COMMERCIAL	   		CDA		0	3	1	0	1	0	0	0	5
COMMERCIAL	   		CHS		0	10	16	0	3	2	0	0	31
COMMERCIAL	   		FDA		0	735	64	14	232	67	0	0	1112
COMMERCIAL	   		IND		0	61	51	1	3	3	0	1	120
COMMERCIAL	   		NOR		0	6377	16550	1737	1333	986	1	55	27039
COMMERCIAL	   		ONA		0	1690	518	21	222	138	0	0	2589
COMMERCIAL	   		RDX		0	8	1	0	1	0	0	0	10
COMMERCIAL	   		STJ		0	24	1	1	0	1	0	0	27
COMMERCIAL	   		XTR		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	B3K			0	188390	4998	8698	48801	15689	19	2335	268930
COMMERCIAL	   	B3K	CDA		0	6	0	0	0	0	0	0	6
COMMERCIAL	   	B3K	CHS		0	37	2	0	2	2	0	0	43
COMMERCIAL	   	B3K	FDA		0	156	3	11	120	27	0	0	317
COMMERCIAL	   	B3K	IND		0	63	1	2	0	6	0	0	72
COMMERCIAL	   	B3K	NOR		0	3096	155	244	518	550	0	55	4618
COMMERCIAL	   	B3K	ONA		0	198	274	19	59	59	0	0	609
COMMERCIAL	   	B3K	RDX		0	1	0	0	1	0	0	0	2
COMMERCIAL	   	B3K	STJ		0	33	0	0	0	3	0	0	36
COMMERCIAL	   	B3K	XTR		0	7	0	0	0	0	0	0	7
COMMERCIAL	   	FRM			0	35452	994	644	1491	1722	2	221	40526
COMMERCIAL	   	FRM	CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	FRM	FDA		0	2	0	0	0	0	0	0	2
COMMERCIAL	   	FRM	NOR		0	719	33	18	26	71	1	3	871
COMMERCIAL	   	MFT			0	794	21	6	193	78	0	0	1092
COMMERCIAL	   	MFT	IND		0	3	0	0	0	0	0	0	3
COMMERCIAL	   	MFT	ONA		0	3	0	0	0	0	0	0	3
COMMERCIAL	   	MF3			0	65	2	1	6	9	0	0	83
COMMERCIAL	   	PAR			0	2263	89	62	358	147	0	7	2926
COMMERCIAL	   	PAR	FDA		0	3	0	0	0	0	0	0	3
COMMERCIAL	   	PAR	NOR		0	53	9	1	0	4	0	0	67
COMMERCIAL	   	PUO			0	274020	7225	7320	56512	21050	13	2886	369026
COMMERCIAL	   	PUO	CDA		0	13	0	0	1	0	0	0	14
COMMERCIAL	   	PUO	CHS		0	1	0	0	0	0	0	0	1
COMMERCIAL	   	PUO	IND		0	1	1	0	0	0	0	0	2
COMMERCIAL	   	PUO	NOR		0	77028	3328	4419	11242	12813	0	629	109459
COMMERCIAL	   	PUO	XTR		0	21	0	0	0	0	0	0	21
COMMERCIAL	   	RBM			0	551	21	8	46	24	0	1	651
COMMERCIAL	   	RBM	NOR		0	23	0	0	7	0	0	0	30
COMMERCIAL	   	SCH			0	119	5	14	46	0	0	0	184
COMMERCIAL	   	SCH	NOR		0	2	0	2	0	0	0	0	4
COMMERCIAL	COM				367985	216722	4070	21	0	14	3	8354	597169
COMMERCIAL	COM			B3K	0	93	42	1	0	0	0	6	142
COMMERCIAL	COM			FDA	0	159	1	0	0	0	0	0	160
COMMERCIAL	COM			IND	4	10	0	0	0	0	0	0	14
COMMERCIAL	COM			MFT	16	55	0	0	0	0	0	2	73
COMMERCIAL	COM			MF3	1	0	1	0	0	0	0	0	2
COMMERCIAL	COM			NPU	0	7	0	0	0	0	0	1	8
COMMERCIAL	COM			OB3	0	0	0	0	0	0	0	43	43
COMMERCIAL	COM			ONA	168	3	2	0	0	0	0	0	173
COMMERCIAL	COM			OPU	0	0	0	0	0	0	0	65	65
COMMERCIAL	COM			PAR	0	106	2	0	0	0	0	1	109
COMMERCIAL	COM			PUO	0	23	1	0	0	0	0	12	36
COMMERCIAL	COM			RBM	0	28	2	0	0	0	0	3	33
COMMERCIAL	COM			RDX	0	1	2	0	0	0	0	0	3
COMMERCIAL	COM		CCA	CCA	2	0	0	0	0	0	0	0	2
COMMERCIAL	COM		CHS		93	25	0	0	0	0	0	0	118
COMMERCIAL	COM		CHS	B3K	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		FDA		476	98	0	0	0	0	0	0	574
COMMERCIAL	COM		FDA	B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM		FDA	FDA	0	151	3	0	0	0	0	0	154
COMMERCIAL	COM		FDA	ONA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		IND		3	67	0	0	0	0	0	13	83
COMMERCIAL	COM		IND	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		IND	IND	425	274	0	0	0	0	0	2	701
COMMERCIAL	COM		NOR		14635	12259	104	0	0	0	0	614	27612
COMMERCIAL	COM		NOR	B3K	0	8	1	0	0	0	0	0	9
COMMERCIAL	COM		NOR	NOR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		NOR	NPU	0	48	1	0	0	0	0	8	57
COMMERCIAL	COM		NOR	PAR	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM		NOR	RBM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		ONA		0	6	0	0	0	0	0	0	6
COMMERCIAL	COM		ONA	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM		ONA	ONA	2389	276	0	0	0	0	0	0	2665
COMMERCIAL	COM		RDX	RDX	11	3	0	0	0	0	0	0	14
COMMERCIAL	COM		STJ	RDX	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM		STJ	STJ	29	18	0	0	0	0	0	0	47
COMMERCIAL	COM		XTR	XTR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K			1	568	18	0	0	0	0	8134	8721
COMMERCIAL	COM	B3K		ARM	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K		B3K	173855	161040	6505	122	0	31	0	910	342463
COMMERCIAL	COM	B3K		FDA	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	B3K		IND	5	3	0	0	0	0	0	0	8
COMMERCIAL	COM	B3K		NOR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K		NPU	0	270	37	0	0	0	0	12	319
COMMERCIAL	COM	B3K		OB3	333433	157533	0	5	1	1	1	1996	492970
COMMERCIAL	COM	B3K		ONA	6	0	0	0	0	0	0	0	6
COMMERCIAL	COM	B3K		OPU	1	60	0	0	0	0	0	262	323
COMMERCIAL	COM	B3K		PAR	0	8	0	0	0	0	0	0	8
COMMERCIAL	COM	B3K		PUO	0	1754	245	2	0	1	0	66	2068
COMMERCIAL	COM	B3K		RBM	0	2	0	0	0	0	0	0	2
COMMERCIAL	COM	B3K		STJ	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	ARM	ARM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	CCA	CCA	4	1	0	0	0	0	0	0	5
COMMERCIAL	COM	B3K	CDA	CDA	0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	CHS	B3K	43	43	0	0	0	0	0	0	86
COMMERCIAL	COM	B3K	CHS	OB3	19	26	0	0	0	0	0	0	45
COMMERCIAL	COM	B3K	FDA		0	2	0	0	0	0	0	1	3
COMMERCIAL	COM	B3K	FDA	B3K	48	11	1	0	0	0	0	0	60
COMMERCIAL	COM	B3K	FDA	FDA	0	47	0	0	0	0	0	0	47
COMMERCIAL	COM	B3K	FDA	OB3	304	71	0	0	0	0	0	0	375
COMMERCIAL	COM	B3K	IND		0	1	0	0	0	0	0	19	20
COMMERCIAL	COM	B3K	IND	B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	B3K	IND	IND	425	292	0	0	0	0	0	1	718
COMMERCIAL	COM	B3K	IND	OB3	5	124	0	0	0	0	0	0	129
COMMERCIAL	COM	B3K	NOR		0	33	0	1	0	0	0	337	371
COMMERCIAL	COM	B3K	NOR	B3K	60	2738	165	0	0	0	0	2	2965
COMMERCIAL	COM	B3K	NOR	NPU	0	1754	102	0	0	0	0	30	1886
COMMERCIAL	COM	B3K	NOR	OB3	3258	4301	0	0	0	0	0	15	7574
COMMERCIAL	COM	B3K	NOR	OPU	0	1	0	0	0	0	0	5	6
COMMERCIAL	COM	B3K	NOR	PAR	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	NOR	PUO	0	28	1	0	0	0	0	0	29
COMMERCIAL	COM	B3K	ONA		0	3	0	0	0	0	0	0	3
COMMERCIAL	COM	B3K	ONA	B3K	0	6	0	0	0	0	0	0	6
COMMERCIAL	COM	B3K	ONA	FDA	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	ONA	OB3	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	B3K	ONA	ONA	1989	222	0	0	0	0	0	0	2211
COMMERCIAL	COM	B3K	RDX	RDX	7	4	0	0	0	0	0	0	11
COMMERCIAL	COM	B3K	STJ	B3K	0	0	2	0	0	0	0	0	2
COMMERCIAL	COM	B3K	STJ	STJ	18	36	0	0	0	0	0	0	54
COMMERCIAL	COM	B3K	XTR	XTR	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	MFT		MFT	4926	1	0	1	0	0	0	1	4929
COMMERCIAL	COM	MFT	FDA	MFT	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	MFT	IND	MFT	70	0	0	0	0	0	0	0	70
COMMERCIAL	COM	MFT	ONA	MFT	47	0	0	0	0	0	0	0	47
COMMERCIAL	COM	MF3		MF3	433	0	0	0	0	0	0	0	433
COMMERCIAL	COM	MF3	IND	MF3	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	MF3	ONA	MF3	1	0	0	0	0	0	0	0	1
COMMERCIAL	COM	PAR			0	50	6	0	0	0	0	17	73
COMMERCIAL	COM	PAR		B3K	0	4	0	0	0	0	0	0	4
COMMERCIAL	COM	PAR		PAR	2488	3744	41	0	0	0	0	50	6323
COMMERCIAL	COM	PAR		PUO	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PAR		RBM	0	6	1	0	0	0	0	0	7
COMMERCIAL	COM	PAR	IND	IND	1	2	0	0	0	0	0	0	3
COMMERCIAL	COM	PAR	NOR		0	4	0	0	0	0	0	1	5
COMMERCIAL	COM	PAR	NOR	PAR	29	193	0	0	0	0	0	5	227
COMMERCIAL	COM	PAR	NOR	RBM	0	1	0	0	0	0	0	0	1
COMMERCIAL	COM	PAR	ONA	ONA	2	0	0	0	0	0	0	0	2
COMMERCIAL	COM	PUO			0	173	6	0	0	0	0	10540	10719
COMMERCIAL	COM	PUO		ARM	2	19	0	0	0	0	0	0	21
COMMERCIAL	COM	PUO		B3K	0	1172	187	1	0	1	0	20	1381
COMMERCIAL	COM	PUO		NOR	0	1	0	0	0	0	0	0	1
